,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1204,hsa-miR-1224-3p,hsa-miR-1237-5p,hsa-miR-125a-3p,hsa-miR-1271-5p,hsa-miR-1273h-5p,hsa-miR-1279,hsa-miR-1285-3p,hsa-miR-1288-5p,hsa-miR-1294,hsa-miR-1296-3p,hsa-miR-1298-5p,hsa-miR-147b,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-186-5p,hsa-miR-18b-3p,hsa-miR-18b-5p,hsa-miR-1911-3p,hsa-miR-192-5p,hsa-miR-193b-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-19b-2-5p,hsa-miR-2114-3p,hsa-miR-2115-3p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-218-1-3p,hsa-miR-224-5p,hsa-miR-26a-5p,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3127-3p,hsa-miR-3129-5p,hsa-miR-3136-3p,hsa-miR-3146,hsa-miR-3164,hsa-miR-3168,hsa-miR-3184-5p,hsa-miR-3186-3p,hsa-miR-3188,hsa-miR-3614-3p,hsa-miR-3620-5p,hsa-miR-3656,hsa-miR-3657,hsa-miR-3663-5p,hsa-miR-3665,hsa-miR-3680-5p,hsa-miR-3681-5p,hsa-miR-3684,hsa-miR-369-3p,hsa-miR-3713,hsa-miR-378e,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3914,hsa-miR-3927-5p,hsa-miR-3938,hsa-miR-3945,hsa-miR-411-3p,hsa-miR-423-3p,hsa-miR-4254,hsa-miR-4273,hsa-miR-4279,hsa-miR-4306,hsa-miR-4420,hsa-miR-4441,hsa-miR-4446-3p,hsa-miR-4453,hsa-miR-4469,hsa-miR-4470,hsa-miR-4474-5p,hsa-miR-4496,hsa-miR-4515,hsa-miR-4526,hsa-miR-4640-5p,hsa-miR-4641,hsa-miR-4646-3p,hsa-miR-4662a-3p,hsa-miR-4676-3p,hsa-miR-4678,hsa-miR-4680-3p,hsa-miR-4692,hsa-miR-4699-5p,hsa-miR-4704-5p,hsa-miR-4720-3p,hsa-miR-4740-3p,hsa-miR-4750-3p,hsa-miR-4773,hsa-miR-4776-5p,hsa-miR-4798-3p,hsa-miR-4798-5p,hsa-miR-4800-3p,hsa-miR-484,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-5011-5p,hsa-miR-502-5p,hsa-miR-5092,hsa-miR-5100,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-520c-3p,hsa-miR-541-5p,hsa-miR-545-3p,hsa-miR-548aq-3p,hsa-miR-548m,hsa-miR-548z,hsa-miR-5579-3p,hsa-miR-5582-3p,hsa-miR-5584-5p,hsa-miR-5586-3p,hsa-miR-567,hsa-miR-5680,hsa-miR-5681a,hsa-miR-5690,hsa-miR-579-5p,hsa-miR-6072,hsa-miR-6084,hsa-miR-624-3p,hsa-miR-634,hsa-miR-6499-5p,hsa-miR-657,hsa-miR-658,hsa-miR-665,hsa-miR-6737-5p,hsa-miR-6743-3p,hsa-miR-6754-5p,hsa-miR-6757-3p,hsa-miR-6764-5p,hsa-miR-6777-3p,hsa-miR-6781-5p,hsa-miR-6789-3p,hsa-miR-6791-3p,hsa-miR-6801-5p,hsa-miR-6804-5p,hsa-miR-6832-5p,hsa-miR-6834-3p,hsa-miR-6850-3p,hsa-miR-6861-3p,hsa-miR-6862-3p,hsa-miR-6868-3p,hsa-miR-6874-3p,hsa-miR-6876-3p,hsa-miR-6883-3p,hsa-miR-6891-3p,hsa-miR-7151-5p,hsa-miR-7161-3p,hsa-miR-762,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8084,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-922,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-934,hsa-miR-938,hsa-miR-939-5p,hsa-miR-942-3p,hsa-miR-95-3p,Disese Group
sample_60,1335679.22,1198.0,108961.92,282.0,16.0,0.0,35.5,0.0,277.83,270.5,0.0,0.0,0.0,0.0,27.0,0.0,6.0,30.0,7.33,3054.84,16310.08,0.0,0.0,0.0,82252.08,146.0,14.0,811.75,0.0,5.0,14.0,13.0,103.5,2461.5,3.0,174.0,492615.48,484901.33,3.5,161667.66,14344.83,3.0,2.0,4.0,8.0,2.0,0.0,1059.67,0.0,1.0,1.0,0.0,0.0,4.5,19.5,0.0,2.66,6.0,3.0,1934.5,0.0,0.0,0.33,4.83,15.0,0.0,0.0,5.0,0.0,33.0,1059.67,5.0,0.0,0.0,0.33,0.0,0.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3.5,1.0,3.0,5.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,39.0,0.0,347.5,232.0,41.5,16.5,0.0,16.0,0.0,0.33,26.0,2.5,2.0,2.0,7.5,0.0,18.5,0.0,2.0,0.0,0.0,16.0,0.0,10.0,2.5,6.0,4.0,0.0,0.0,9.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,1.0,0.0,20.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,78.33,84.5,0.0,32.0,1.0,1.0,0.0,0.0,5682.08,3.67,0.0,0.0,879.67,16.0,360.0,0.0,23178.84,179.5,0.0,0.0,1.83,0.0,24445.42,1
sample_61,985183.4,1022.5,86326.17,364.92,24.0,0.0,33.5,0.0,312.08,336.5,0.0,0.0,0.0,0.0,33.0,1.0,5.0,7.0,3.0,3364.34,16550.75,0.0,2.0,0.0,60204.42,283.0,115.0,1129.5,0.0,6.0,9.5,14.0,66.0,1619.5,5.0,162.0,498263.66,381181.75,9.5,116369.16,17204.67,5.0,3.0,0.0,5.0,2.0,0.0,937.25,0.0,5.0,2.0,1.0,0.0,4.0,23.0,0.0,0.0,2.0,2.0,1514.75,0.0,0.0,0.0,5.25,44.0,0.0,0.0,3.0,0.0,81.0,937.25,4.0,0.0,0.0,0.33,0.0,0.0,2.0,0.0,2.0,12.0,0.0,0.0,0.0,8.0,3.0,2.0,6.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,3.0,37.0,0.0,356.17,184.0,48.33,11.0,0.0,18.33,0.0,0.0,4.5,4.5,0.67,1.0,4.83,0.0,10.5,0.0,0.0,1.0,0.0,9.5,0.0,11.0,0.0,4.0,8.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,13.67,0.0,1.0,0.0,0.0,9.0,3.0,0.0,1.0,3.0,0.0,1.0,6.0,2.0,0.0,4.5,0.0,117.0,31.0,0.0,21.0,0.0,0.0,0.0,0.0,2992.67,3.67,0.0,0.0,969.67,10.5,408.0,0.0,13308.66,182.0,0.0,0.0,1.0,1.0,16388.25,1
sample_62,2234116.69,1298.25,227063.58,962.0,379.0,0.0,32.5,0.0,491.25,912.17,0.0,0.0,0.0,0.0,32.83,1.33,15.0,21.0,13.5,2544.16,21933.58,1.0,4.75,0.0,106888.58,145.0,39.5,1961.0,0.0,4.0,12.0,33.0,175.5,7077.33,16.0,98.0,1301247.14,664805.5,25.0,191776.34,36882.5,29.08,2.0,2.0,3.0,7.0,0.0,4637.21,1.0,11.0,2.0,0.0,0.0,13.33,9.0,0.0,5.0,3.0,8.0,7409.5,0.0,0.0,1.0,28.17,33.0,0.0,0.0,16.0,0.0,194.0,4634.37,8.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,4.0,7.0,0.0,0.0,1.0,7.0,1.0,1.0,5.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,64.0,0.0,5341.5,722.0,205.42,15.5,1.0,50.58,0.0,0.25,17.5,11.0,0.67,8.0,8.75,0.0,21.0,0.0,2.0,0.0,0.0,15.0,0.0,11.0,0.25,17.0,18.0,0.0,0.0,44.0,0.0,0.0,0.0,0.5,9.33,0.0,4.0,0.0,0.0,36.5,3.0,0.0,2.0,14.0,0.0,2.0,8.0,1.0,0.0,4.5,2.0,1.0,44.0,2.0,57.0,0.0,0.0,0.0,0.0,8483.08,7.67,0.0,0.0,1147.83,21.5,618.0,0.0,89474.66,505.5,0.0,0.0,1.83,0.0,23711.08,1
sample_63,1790417.32,1019.0,161597.08,469.0,65.0,0.0,121.5,2.0,656.75,476.0,0.0,0.0,0.0,0.0,19.0,7.0,15.0,33.5,11.0,3657.5,15210.33,3.0,1.0,0.0,72288.5,439.0,274.0,1635.5,0.0,6.0,10.0,18.0,138.5,3983.5,9.0,99.0,825674.48,588871.17,14.5,135393.41,25217.58,5.0,1.0,1.0,1.0,2.0,0.33,1818.33,1.0,2.0,0.0,0.0,0.0,2.0,11.0,0.0,2.0,6.0,4.0,2732.5,0.0,0.0,0.0,3.25,68.0,0.0,0.0,1.25,0.0,204.0,1815.33,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,4.0,3.0,7.0,9.75,5.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,38.0,0.0,1577.67,494.0,89.17,17.0,0.0,21.0,0.0,0.0,23.0,8.0,1.33,20.0,5.67,0.0,10.5,0.0,0.0,0.0,2.0,10.0,0.0,25.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,19.0,5.5,2.0,0.0,12.0,0.0,1.0,7.0,1.0,0.0,2.5,1.0,1.0,64.0,0.0,32.0,0.0,1.0,0.0,0.0,9061.67,7.0,0.0,0.0,2321.67,24.5,628.0,0.0,19473.66,276.0,1.0,0.0,1.0,1.0,23234.08,1
sample_64,968845.91,946.5,90085.92,371.0,39.0,0.0,27.0,0.0,244.67,238.0,0.0,0.0,0.0,0.0,30.0,1.0,3.0,28.5,5.0,1268.84,10552.25,0.0,2.5,0.0,43438.75,120.0,74.5,756.5,0.0,6.0,13.5,11.0,73.0,1903.0,2.0,112.0,432294.82,302143.42,9.67,103282.5,10564.33,4.0,1.0,0.0,0.0,1.0,0.5,737.29,1.0,3.0,0.0,0.0,0.25,3.5,18.0,0.0,0.0,5.0,0.0,1208.0,0.0,0.0,0.0,4.83,24.0,0.0,0.0,2.0,0.0,28.0,737.29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,6.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.5,1.0,17.0,1.0,385.42,244.0,42.5,6.0,0.0,22.0,0.0,0.0,11.0,3.0,0.67,6.0,9.33,0.0,7.0,0.0,0.0,0.0,0.0,5.5,0.0,11.0,0.0,2.0,10.0,0.0,0.0,5.5,0.0,0.0,1.0,0.0,7.33,0.0,1.0,0.0,0.0,13.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.5,0.0,0.0,32.0,1.0,17.0,0.0,0.0,0.0,0.0,3881.83,1.67,0.0,0.0,1153.25,12.75,277.0,0.0,13901.0,149.0,0.0,0.0,2.0,0.0,11248.42,1
sample_65,1565912.63,1815.5,138807.33,494.33,104.0,0.0,107.25,0.0,498.0,305.5,0.0,0.0,0.0,0.0,119.25,2.0,4.0,28.0,3.0,5176.84,21874.67,0.0,5.75,0.0,85743.42,338.0,59.5,1337.0,0.0,7.0,21.0,29.0,149.5,2454.5,7.0,237.0,759803.3,597618.58,16.5,225268.34,23121.5,10.5,1.0,0.0,3.0,1.0,0.33,1268.0,2.0,8.0,0.0,1.0,0.0,6.33,22.0,0.0,1.0,2.0,4.0,2739.5,0.0,0.0,1.33,3.5,56.5,0.0,0.0,9.0,0.0,81.0,1268.0,8.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,13.0,0.0,0.0,0.0,15.5,2.0,2.0,11.5,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,46.0,0.0,528.5,352.0,82.83,14.0,0.0,23.33,0.0,0.25,36.33,15.33,2.0,6.0,12.17,0.0,16.5,0.0,6.0,0.0,1.0,19.0,0.0,15.0,2.0,8.0,8.0,0.0,0.0,10.0,0.0,0.0,2.0,3.0,12.33,0.0,1.0,3.0,0.0,19.0,4.0,0.0,1.0,8.0,0.0,0.0,7.0,0.0,0.0,0.5,3.0,1.0,76.0,1.0,43.0,0.0,0.0,0.0,0.0,6686.33,5.33,0.0,0.0,1778.25,24.75,682.0,0.0,21177.34,253.0,0.0,0.0,3.0,1.0,24123.5,1
sample_66,1288898.64,1205.0,126066.58,405.83,11.0,0.0,42.5,0.0,378.0,258.83,0.0,0.0,0.0,0.0,92.5,2.0,15.0,26.5,5.5,4301.0,19007.67,1.0,0.0,0.0,76570.5,203.0,32.5,896.83,0.0,2.0,12.0,18.0,133.5,2941.0,5.0,112.0,665104.48,574820.42,12.5,178223.25,18667.25,5.0,1.0,0.0,4.0,4.0,0.33,776.75,1.0,9.0,0.0,0.0,0.0,3.5,11.0,0.0,1.0,7.0,6.0,2582.5,0.0,0.0,0.0,2.5,43.0,0.0,0.0,2.0,0.0,114.5,776.75,8.0,0.0,0.0,3.33,0.0,0.0,2.0,0.0,1.0,12.0,0.0,0.0,0.0,11.0,1.0,3.0,3.33,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,28.0,0.0,496.25,296.0,56.58,11.0,0.0,20.0,0.0,0.0,20.5,8.5,0.67,8.0,8.5,0.0,11.0,0.0,4.0,1.0,0.0,10.0,0.0,15.0,0.0,2.0,7.0,0.0,0.0,13.0,0.0,0.0,1.0,3.0,11.58,0.0,1.0,0.0,1.0,15.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,2.0,56.0,0.0,38.0,1.0,0.0,0.0,0.0,6203.33,2.67,0.0,0.0,1693.67,15.5,467.0,0.0,14586.16,180.0,0.0,0.0,1.0,1.0,19645.33,1
sample_67,1680546.84,547.25,198004.92,359.33,18.0,0.0,54.5,0.0,525.08,767.5,0.0,0.0,0.0,0.0,21.0,0.0,24.0,7.0,8.0,1172.5,10132.67,3.0,2.0,0.0,49820.67,320.5,53.5,2720.0,0.0,2.0,14.0,10.0,136.0,7154.67,9.0,85.0,1244477.32,268267.67,14.75,78987.84,41341.08,36.5,3.0,3.0,2.0,2.0,1.17,4583.58,1.0,15.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,5.0,1681.5,0.0,0.0,0.0,15.67,16.0,0.0,0.0,10.0,0.0,68.0,4583.58,4.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.5,1.0,48.0,0.0,3727.92,459.0,194.25,19.5,0.0,38.0,0.0,0.0,3.0,4.0,0.33,17.0,0.5,0.0,6.5,0.0,1.0,0.0,1.0,3.0,0.0,14.0,0.0,3.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.67,0.0,0.0,0.0,0.0,18.0,5.5,0.0,2.0,15.0,0.0,0.0,6.0,0.0,0.0,4.5,0.0,148.5,25.0,1.0,53.0,0.0,0.0,0.0,0.0,7106.83,8.67,0.0,0.0,793.67,22.0,515.0,0.0,54735.16,576.0,1.0,0.0,0.33,1.0,14373.42,1
sample_68,987628.61,1260.25,92468.92,220.0,7.0,0.0,82.0,0.0,383.5,226.5,0.0,0.0,0.0,0.0,26.5,0.0,6.0,22.0,2.0,2998.0,10102.08,0.0,2.0,0.0,68848.33,301.0,99.0,942.5,0.0,10.0,12.0,13.0,66.5,1776.0,7.0,149.0,449262.98,357278.58,9.5,131292.66,23109.5,2.33,1.0,0.0,2.0,2.0,0.5,920.75,0.0,5.0,1.0,0.0,0.0,4.0,11.0,0.0,1.0,2.0,3.0,1883.5,0.0,0.0,0.0,3.08,39.0,0.0,0.0,2.0,0.0,66.5,920.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,0.0,0.0,1.0,3.0,2.0,1.0,9.33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,388.0,242.0,52.0,10.0,0.0,19.0,0.0,0.0,20.0,4.0,1.0,5.0,2.83,0.0,13.5,0.0,1.0,2.0,1.0,9.0,0.0,13.0,0.0,6.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,19.0,0.5,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,30.0,1.0,16.0,0.0,1.0,0.0,0.0,4629.83,2.33,0.0,0.0,973.5,18.5,470.0,0.0,10974.0,161.0,0.0,0.0,1.0,1.0,14424.67,1
sample_69,1402234.46,1509.75,133068.5,305.5,55.0,0.0,107.0,0.0,416.83,278.83,0.0,0.0,0.0,0.0,17.0,1.0,14.0,16.5,4.0,4405.84,16381.75,0.0,1.5,0.0,85879.67,336.0,21.5,1126.0,0.0,4.0,8.0,24.0,90.0,3007.0,13.0,189.0,601588.65,459585.25,11.0,155633.16,19535.83,5.5,0.0,1.0,1.0,3.0,1.0,975.42,1.0,2.0,1.0,0.0,0.0,5.5,19.0,0.0,0.0,5.5,2.0,2257.0,0.0,0.25,0.0,4.25,36.0,0.0,0.0,3.0,0.0,57.5,975.42,4.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,2.0,2.0,7.5,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,50.0,1.0,534.0,253.0,62.33,15.0,0.5,6.0,0.0,0.0,17.0,3.5,0.0,7.0,9.0,0.0,4.33,0.0,3.0,0.0,2.0,13.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0,9.17,0.0,0.0,1.0,1.0,8.33,0.0,1.0,0.0,1.0,15.0,1.0,2.0,1.0,6.0,0.0,0.0,5.0,1.5,0.0,1.5,1.0,147.17,42.0,0.0,22.0,0.0,0.0,0.0,0.0,4953.33,6.0,0.0,0.0,1801.08,12.0,465.0,0.0,16324.66,183.5,0.0,0.0,1.33,1.0,21268.33,1
sample_70,1365902.08,1268.25,90272.17,365.5,9.0,0.0,110.75,0.0,386.58,277.33,0.0,0.0,0.0,0.0,30.0,2.0,6.0,14.5,7.5,4869.5,17333.58,0.0,2.0,0.0,93099.08,341.5,11.0,1009.0,0.0,7.0,12.0,20.0,72.0,2565.0,10.0,53.0,662197.48,555213.92,10.17,187585.0,17213.33,8.0,2.0,1.0,2.0,6.0,0.33,918.5,0.0,4.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,5.0,4.0,2351.5,0.0,0.25,0.33,3.25,34.0,1.0,0.0,5.0,0.0,100.0,918.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,7.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.5,1.0,35.5,0.0,482.67,370.0,62.0,10.0,0.0,22.0,0.0,0.0,14.0,9.0,1.0,4.0,4.0,0.0,9.0,0.0,4.0,0.0,0.0,12.0,0.0,24.0,0.0,2.0,8.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0,16.33,0.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,9.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,167.33,59.0,0.0,17.5,0.0,0.0,0.0,0.0,5697.83,7.67,0.0,0.0,1672.83,24.5,376.0,0.0,17927.0,197.5,0.0,0.0,2.0,0.0,22686.33,1
sample_71,1406241.55,644.75,102655.67,268.0,100.0,0.0,49.5,0.0,270.33,241.33,0.0,0.0,0.0,0.0,23.5,1.0,6.0,7.5,4.0,1309.16,7386.5,0.0,0.0,0.0,50599.75,114.0,17.0,971.5,0.0,2.0,3.0,17.0,66.0,1940.5,5.0,58.0,468068.66,236616.17,5.5,69475.41,11158.17,7.0,3.0,2.0,0.0,2.0,0.67,1420.25,1.0,5.0,1.0,0.0,0.0,6.5,5.0,0.0,3.0,1.0,3.0,1023.5,0.0,0.0,1.0,7.58,15.0,0.0,0.0,2.0,0.0,35.25,1420.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,5.0,1.5,1.0,4.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,35.0,0.0,607.0,154.0,38.5,13.0,0.0,12.0,0.0,0.0,5.0,2.0,0.33,5.0,3.67,0.0,9.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,8.0,8.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,5.33,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.5,2.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3016.0,4.67,0.0,0.0,470.0,15.0,281.0,0.0,19885.66,119.0,0.0,0.0,2.5,0.0,13699.0,1
sample_72,1042774.47,678.25,98242.42,345.5,28.0,0.0,15.0,0.0,264.42,396.75,0.0,0.0,0.0,0.0,58.33,0.0,2.0,16.5,9.0,1424.66,16306.42,1.0,1.5,0.0,60353.08,120.0,89.0,1057.33,0.0,2.0,8.5,29.0,58.0,1542.0,4.0,272.5,486468.32,402082.5,5.5,96758.34,17882.33,9.0,5.0,0.0,4.5,4.0,0.67,1038.42,0.0,6.0,3.0,0.0,0.0,4.0,31.0,0.0,2.0,4.0,5.0,882.0,0.0,0.33,1.0,4.58,16.0,0.0,0.0,3.0,0.0,21.5,1037.42,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,1.33,0.0,6.17,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.5,2.0,22.0,0.0,740.0,115.0,61.5,12.0,0.0,12.0,0.0,0.0,5.0,7.0,0.0,1.0,2.83,0.0,8.33,0.0,1.0,0.0,1.0,7.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.33,0.0,1.0,0.0,1.0,9.5,3.5,0.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,141.33,25.0,0.0,20.5,0.0,0.0,0.0,0.0,2853.0,12.33,0.0,0.0,874.83,16.5,335.0,0.0,16004.16,216.0,0.0,0.0,0.0,0.0,11194.33,1
sample_73,1599403.33,1400.5,173094.58,335.5,154.0,0.0,43.5,0.0,430.83,289.0,0.0,0.0,0.0,0.0,45.5,0.0,19.0,31.0,12.0,2959.5,24567.17,0.0,3.0,0.0,68415.58,219.0,615.5,955.5,0.0,9.0,9.0,26.0,118.5,3875.08,18.0,11181.5,606739.32,452213.08,6.0,182408.0,30056.08,2.33,4.0,0.0,5.0,2.0,0.5,1079.75,1.0,0.0,3.0,0.0,0.25,1.5,15.0,0.0,0.0,4.0,8.0,3531.5,0.0,0.33,0.0,1.75,21.0,0.0,0.0,1.0,0.0,34.0,1079.75,10.0,0.0,0.0,1.33,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,58.0,0.0,436.08,271.0,59.5,28.0,0.0,15.0,0.0,0.0,30.0,14.0,1.33,5.0,27.33,0.0,5.5,0.0,1.0,3.0,3.0,9.0,0.0,36.0,0.0,8.0,11.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,27.5,0.0,1.0,0.0,0.0,24.0,1.0,0.0,0.0,5.0,0.0,0.0,6.33,0.0,0.0,0.5,0.0,0.0,33.0,0.0,45.0,0.0,2.0,0.0,0.0,4828.5,2.67,0.0,0.0,1608.92,15.25,456.0,0.0,16609.0,275.0,0.0,0.0,1.0,0.0,21970.0,1
sample_74,1464129.38,1289.25,145027.83,460.83,19.0,0.0,34.25,0.0,301.83,312.0,0.0,0.0,0.0,0.0,26.0,0.0,17.0,23.0,12.5,3486.34,25643.33,1.0,3.5,0.0,111015.33,109.0,36.0,821.0,0.0,4.0,15.5,35.0,96.5,3211.0,11.0,139.0,601618.14,658817.0,7.0,198921.66,21066.25,14.0,1.0,3.0,1.0,1.0,0.33,1106.75,1.0,2.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,6.0,4.0,3403.25,0.0,0.33,0.33,6.0,43.5,0.0,0.0,4.0,0.0,119.0,1105.75,5.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,3.0,16.0,1.0,0.0,0.0,3.0,2.0,6.0,2.0,9.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.5,4.0,48.0,0.0,666.33,286.0,65.33,10.0,0.0,22.0,0.0,0.0,24.5,11.5,3.67,5.0,7.75,0.0,18.5,0.0,3.0,2.0,0.0,14.0,0.0,10.0,0.0,8.0,11.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.5,1.0,1.0,62.0,0.0,32.5,0.0,0.0,0.0,0.0,6858.5,4.0,0.0,0.0,1553.17,5.25,333.0,0.0,23991.84,227.0,0.0,0.0,0.5,0.0,24052.5,1
sample_75,1841514.27,672.75,184399.75,609.5,40.0,0.0,33.0,0.0,331.08,812.5,0.0,0.0,0.0,0.0,82.5,6.0,28.0,25.0,12.0,2054.16,15191.5,1.0,3.5,0.0,49571.83,186.0,170.0,2154.42,0.0,3.0,18.0,21.0,366.5,6199.75,14.0,321.0,1194868.66,421882.17,23.25,101286.5,44618.58,41.67,0.0,0.0,2.0,9.0,0.67,6030.67,0.0,31.0,4.0,0.0,0.0,7.0,20.0,0.0,1.0,2.0,5.0,3027.0,0.0,0.75,1.0,18.75,6.0,1.0,0.0,9.0,0.0,75.0,6029.33,6.0,0.0,0.0,1.33,0.0,0.0,2.0,10.0,2.0,11.0,2.0,0.0,0.0,5.5,2.0,3.0,17.83,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.5,9.0,39.0,0.0,10429.08,335.0,164.83,13.5,0.0,43.0,0.0,0.0,8.0,4.0,0.67,10.0,6.5,0.0,4.5,0.0,4.0,0.0,1.0,19.5,0.0,8.0,0.0,6.0,16.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,19.0,3.0,0.0,1.0,14.0,0.0,0.0,11.0,2.0,0.0,2.5,0.0,2.0,25.0,0.0,141.0,0.0,0.0,0.0,0.0,6584.25,11.67,0.0,0.0,672.67,62.33,474.0,0.0,107933.5,576.5,1.0,0.0,1.33,0.0,14318.0,1
