,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-1,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1182,hsa-miR-1184,hsa-miR-1204,hsa-miR-1224-3p,hsa-miR-1231,hsa-miR-1252-3p,hsa-miR-125a-3p,hsa-miR-1260b,hsa-miR-1261,hsa-miR-1269b,hsa-miR-1271-5p,hsa-miR-1278,hsa-miR-1292-3p,hsa-miR-1294,hsa-miR-1297,hsa-miR-1298-5p,hsa-miR-140-5p,hsa-miR-1470,hsa-miR-147b,hsa-miR-148a-5p,hsa-miR-148b-3p,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-1537-3p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-18b-5p,hsa-miR-192-5p,hsa-miR-193b-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-1972,hsa-miR-19b-2-5p,hsa-miR-200b-5p,hsa-miR-208a-5p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-224-5p,hsa-miR-2392,hsa-miR-24-2-5p,hsa-miR-26a-5p,hsa-miR-2861,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3138,hsa-miR-3139,hsa-miR-3150a-5p,hsa-miR-3150b-3p,hsa-miR-3168,hsa-miR-3173-3p,hsa-miR-3184-5p,hsa-miR-3188,hsa-miR-3619-3p,hsa-miR-3659,hsa-miR-3663-5p,hsa-miR-3681-5p,hsa-miR-3689a-5p,hsa-miR-3689f,hsa-miR-369-3p,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3907,hsa-miR-3922-5p,hsa-miR-3938,hsa-miR-423-3p,hsa-miR-4254,hsa-miR-4270,hsa-miR-4271,hsa-miR-4304,hsa-miR-431-5p,hsa-miR-4431,hsa-miR-4445-5p,hsa-miR-4449,hsa-miR-4466,hsa-miR-4470,hsa-miR-4477a,hsa-miR-4479,hsa-miR-4526,hsa-miR-4537,hsa-miR-4538,hsa-miR-4640-5p,hsa-miR-4642,hsa-miR-4646-3p,hsa-miR-4675,hsa-miR-4676-5p,hsa-miR-4680-3p,hsa-miR-4682,hsa-miR-4688,hsa-miR-4699-3p,hsa-miR-4708-5p,hsa-miR-4713-3p,hsa-miR-4714-5p,hsa-miR-4716-3p,hsa-miR-4723-3p,hsa-miR-4724-5p,hsa-miR-4725-3p,hsa-miR-4745-3p,hsa-miR-4746-5p,hsa-miR-4757-3p,hsa-miR-4770,hsa-miR-4772-3p,hsa-miR-4783-5p,hsa-miR-4798-5p,hsa-miR-483-3p,hsa-miR-484,hsa-miR-493-3p,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-500b-5p,hsa-miR-502-5p,hsa-miR-504-3p,hsa-miR-510-3p,hsa-miR-511-5p,hsa-miR-515-3p,hsa-miR-5189-3p,hsa-miR-5189-5p,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-518f-5p,hsa-miR-520b,hsa-miR-520c-3p,hsa-miR-520c-5p,hsa-miR-520h,hsa-miR-527,hsa-miR-545-3p,hsa-miR-548ac,hsa-miR-548ad,hsa-miR-548ah-3p,hsa-miR-548m,hsa-miR-548u,hsa-miR-550a-5p,hsa-miR-5582-5p,hsa-miR-5587-5p,hsa-miR-561-5p,hsa-miR-5680,hsa-miR-5690,hsa-miR-5692c,hsa-miR-5698,hsa-miR-579-5p,hsa-miR-604,hsa-miR-6085,hsa-miR-6124,hsa-miR-6513-3p,hsa-miR-665,hsa-miR-6722-3p,hsa-miR-6735-5p,hsa-miR-6753-5p,hsa-miR-6777-3p,hsa-miR-6781-5p,hsa-miR-6789-3p,hsa-miR-6795-3p,hsa-miR-6804-5p,hsa-miR-6810-3p,hsa-miR-6818-5p,hsa-miR-6824-5p,hsa-miR-6826-5p,hsa-miR-6835-5p,hsa-miR-6836-3p,hsa-miR-6846-3p,hsa-miR-6846-5p,hsa-miR-6847-3p,hsa-miR-6861-3p,hsa-miR-6868-3p,hsa-miR-6874-3p,hsa-miR-6883-3p,hsa-miR-6892-3p,hsa-miR-7150,hsa-miR-7157-5p,hsa-miR-7515,hsa-miR-769-3p,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-7855-5p,hsa-miR-7975,hsa-miR-7976,hsa-miR-8060,hsa-miR-8079,hsa-miR-8081,hsa-miR-8082,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-892c-3p,hsa-miR-921,hsa-miR-92a-2-5p,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-95-3p,Disese Group
sample_51,1344007.7,2147.25,110700.83,23856.16,450.33,19.0,2677.0,0.0,0.0,0.0,75.0,0.0,11.0,321.0,0.0,0.0,1.5,281.5,42.5,2.0,28.25,9.08,6.0,12434.5,0.0,39.0,10.0,66861.33,5.0,3367.5,20.0,2023465.08,22149.08,3.5,91532.0,225.5,60.5,1288.0,0.0,3.0,11.0,0.0,54.0,182.5,2814.33,268.0,0.0,8.0,614604.82,0.0,579259.42,9.0,227498.5,18127.0,3.0,4.0,2.0,2.0,0.33,3.0,1317.79,0.0,0.0,15.0,24.0,7.0,0.0,0.0,2734.0,0.0,4.25,14.0,0.0,0.0,0.0,1317.79,9.0,0.0,0.0,0.0,48.0,5.0,0.0,0.0,0.0,11.0,0.0,3.0,10.0,0.0,0.0,2.0,0.0,12.33,0.0,0.0,1.0,8.0,0.0,0.5,0.0,0.0,0.0,1.0,9.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,39.0,9.67,379.92,814.67,293.0,70.0,15.0,69.5,15.0,1.0,0.0,6.0,1.0,0.0,0.0,7.0,2.0,0.0,1.33,1.33,0.0,2.0,0.0,19.83,0.0,0.0,0.0,15.5,0.33,4.92,0.0,0.0,21.5,23.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.5,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.5,167.33,54.0,55.0,0.0,0.0,4.0,0.0,1014.0,5568.17,7.33,0.0,0.0,72.83,0.0,0.0,0.0,0.0,1729.0,36.25,468.0,2.0,0.0,0.0,27620.66,209.5,22545.83,1
sample_52,1121914.44,1744.75,102896.92,20583.84,304.0,6.0,2320.5,0.0,0.0,0.0,65.5,4.0,15.0,334.67,1.0,0.0,1.0,311.67,51.0,0.0,38.0,6.0,6.0,9026.83,0.0,30.0,10.0,69025.42,3.0,2728.0,17.0,1669291.0,20510.25,0.0,87707.5,183.0,10.0,1322.5,0.0,0.0,11.0,0.0,23.0,144.5,2301.0,210.0,0.0,4.0,556982.32,0.0,537120.25,7.5,210166.16,15225.08,3.0,3.0,3.0,3.0,1.5,1.0,1092.58,5.0,0.0,21.0,11.0,4.0,0.0,0.0,2546.5,0.0,4.83,20.0,0.0,0.0,0.0,1092.58,9.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,9.0,0.33,1.0,5.0,0.0,0.0,0.0,0.0,13.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,27.0,3.33,340.42,616.67,295.0,55.75,12.0,55.75,13.25,1.0,2.0,2.0,2.0,1.0,0.0,4.5,5.0,0.0,1.0,1.0,0.0,0.5,0.67,14.25,0.0,0.0,0.0,18.0,0.0,2.92,0.0,1.0,27.0,6.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.83,166.0,65.0,45.5,0.0,0.0,4.0,0.0,1032.5,5352.83,6.67,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1771.42,32.83,365.0,1.0,0.0,0.0,24152.16,182.0,22286.58,1
sample_53,1079424.0,1153.0,89192.83,10463.84,272.0,6.0,1533.0,0.0,0.0,0.0,59.83,0.0,7.0,247.42,0.0,0.0,0.0,237.83,39.0,0.0,27.5,6.33,5.0,6046.83,0.0,25.0,6.0,52379.83,1.0,2308.84,17.0,1566745.08,14456.75,2.0,68632.92,131.0,32.0,851.5,0.0,0.0,18.0,0.0,17.0,63.0,1427.5,119.0,0.0,4.0,430519.98,0.0,429493.0,5.5,153877.34,15500.5,5.0,1.0,2.0,2.0,2.0,1.0,772.17,2.0,0.0,15.0,15.0,7.0,0.0,0.0,1518.0,0.33,2.25,16.0,0.0,0.0,2.0,772.17,4.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,6.0,1.67,0.0,3.0,0.0,0.0,1.0,0.0,4.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.33,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,34.0,7.0,238.0,475.17,210.0,42.25,8.0,42.25,14.25,0.0,1.0,1.0,2.0,6.0,0.0,19.0,7.0,0.0,1.25,1.25,0.0,0.5,0.0,6.83,0.0,0.0,0.0,3.83,0.0,4.08,0.0,0.0,22.5,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.5,134.17,48.0,33.0,0.0,0.0,4.0,0.0,715.0,4783.08,4.67,0.0,0.0,34.33,0.0,0.0,0.0,0.0,1146.83,11.75,265.0,0.0,0.0,0.0,18400.5,129.0,18084.0,1
sample_54,1176624.79,1043.25,100762.75,8977.34,364.0,10.0,2273.5,1.0,0.0,0.0,47.5,1.0,8.0,273.33,0.0,0.0,0.0,316.5,29.5,0.0,21.0,4.75,6.0,6430.0,0.0,13.0,11.0,59391.58,5.0,1617.0,6.0,1932344.67,13652.58,0.5,69539.92,133.0,6.0,1023.5,0.0,0.0,8.0,0.0,16.0,118.5,2444.0,172.0,0.0,3.0,441853.16,0.0,372094.42,7.5,132932.0,14879.33,3.0,1.0,2.0,2.0,0.0,2.0,1180.75,2.0,0.0,7.0,1.0,0.0,0.0,0.0,1612.0,0.0,4.75,21.0,0.0,0.0,0.0,1180.75,8.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,12.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,17.0,2.0,547.42,597.5,210.0,39.0,11.0,39.0,13.0,3.0,0.0,4.0,0.0,2.0,0.0,2.0,3.0,0.0,0.58,0.58,0.0,0.0,0.33,6.75,0.0,0.0,0.0,15.0,1.0,2.08,0.0,2.0,13.0,10.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.33,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.25,61.17,24.0,32.0,0.0,0.0,0.0,0.0,761.0,4673.67,5.0,0.0,0.0,38.67,0.0,0.0,0.0,0.0,873.67,24.25,312.0,0.0,0.0,0.0,23417.34,169.5,13165.58,1
sample_55,1522291.84,907.0,128788.17,14465.66,320.33,17.0,2584.5,0.0,0.0,0.0,72.25,2.0,13.0,293.92,0.0,0.0,0.5,322.5,31.0,1.0,17.5,8.33,11.0,7277.33,0.0,27.0,22.0,68387.83,8.0,2305.34,12.0,2173912.08,14528.92,1.5,63774.58,128.0,12.0,1044.0,0.0,0.0,15.0,0.0,25.0,142.0,2243.0,102.0,0.0,1.0,612820.66,0.0,484254.5,6.5,134380.5,19502.33,2.0,2.0,4.0,4.0,0.33,0.0,1252.25,3.0,0.0,8.0,7.0,5.0,0.0,0.0,2350.5,0.33,3.5,12.0,0.0,0.0,3.0,1252.25,5.0,0.0,0.0,0.0,88.0,1.0,0.0,0.0,0.0,16.0,0.75,1.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,1.0,44.0,2.0,783.75,755.25,260.0,50.5,7.0,50.5,21.0,0.0,5.0,1.0,1.0,6.0,0.0,13.0,5.0,0.0,1.0,1.0,0.0,1.0,0.33,7.83,0.0,0.0,0.0,11.33,0.0,1.5,0.0,2.0,15.0,13.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,8.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,86.67,69.0,64.0,0.0,0.0,2.0,0.0,994.5,6535.25,7.33,0.0,0.0,34.67,0.0,0.0,0.0,0.0,1280.0,24.5,308.0,1.0,0.0,0.0,25982.16,203.0,19514.58,1
sample_56,1310055.5,448.0,103765.5,11045.84,144.0,140.0,2652.5,0.0,0.0,0.0,32.0,0.0,3.0,230.0,0.0,0.0,0.0,214.33,14.0,0.0,17.0,5.0,4.0,4769.5,0.0,1.0,10.0,37450.0,5.0,771.0,4.0,1934578.08,5185.25,1.0,34590.5,146.0,14.0,916.0,0.0,0.0,16.0,0.0,4.0,87.5,1759.0,84.0,0.0,2.0,369774.32,0.0,217018.75,5.75,56956.0,11305.5,4.0,1.0,3.5,3.5,0.0,2.0,1183.0,3.0,0.0,9.0,4.0,3.0,0.0,0.0,755.5,0.0,3.33,18.0,0.0,0.0,2.0,1183.0,5.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,7.0,0.25,0.0,7.0,0.0,0.0,1.25,0.0,8.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,7.83,903.67,490.0,182.0,27.58,10.0,27.58,5.33,0.0,0.0,2.0,1.0,3.5,0.0,3.0,0.0,2.0,1.67,1.67,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.5,0.0,2.16,0.0,0.0,2.0,8.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,3.0,0.0,4.5,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0,32.0,25.0,0.0,0.0,1.0,0.0,751.0,3160.67,5.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,459.67,10.5,211.0,0.0,0.0,0.0,17262.66,130.0,9570.67,1
sample_57,1104968.79,1227.25,92659.0,20092.16,340.5,6.0,2762.5,0.0,0.0,0.0,72.5,0.0,10.0,307.25,0.0,0.0,0.0,273.0,31.0,0.0,33.0,6.17,6.0,6818.5,0.0,20.0,13.0,56680.5,2.5,2293.0,13.0,1778371.42,16353.83,1.0,84059.42,160.0,8.0,1116.83,0.0,0.0,17.0,1.0,24.0,103.0,2364.5,226.0,0.0,4.0,490719.82,0.0,452959.25,6.92,159639.91,14628.58,3.0,1.0,5.0,5.0,0.0,0.0,1170.62,2.0,0.0,5.0,0.0,5.0,0.0,0.0,1946.83,1.33,4.75,44.0,0.0,0.0,3.0,1170.62,9.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,12.0,0.25,2.0,10.0,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,6.5,0.0,0.0,1.0,5.0,2.0,0.0,4.0,0.0,35.5,1.0,372.0,581.5,228.0,49.33,16.0,48.83,10.0,2.0,0.0,2.0,1.0,2.0,0.0,8.5,2.5,0.0,0.67,0.67,0.0,2.5,0.33,7.33,0.0,0.0,0.0,14.08,0.0,2.0,0.0,0.0,13.5,11.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,7.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,39.0,0.0,0.0,4.0,0.0,929.83,5670.0,1.67,1.0,0.0,45.83,0.0,0.0,0.0,0.0,1266.33,20.33,367.0,1.0,0.0,0.0,22627.34,211.0,20119.0,1
sample_58,1474627.31,424.25,144728.08,8971.0,355.0,23.0,6771.33,0.0,0.99,0.0,29.33,0.0,1.0,223.0,0.0,0.0,1.33,406.67,13.0,0.0,25.0,4.5,17.0,3509.0,0.0,14.5,21.0,25072.83,5.0,915.16,17.0,2325696.67,6180.83,1.5,40979.83,99.5,35.16,1443.5,0.0,0.0,12.0,0.0,20.0,147.5,2864.33,44.0,0.0,0.0,740705.16,0.0,205150.25,11.5,60244.34,18904.0,5.0,2.0,1.0,1.0,0.5,5.0,3994.37,24.0,0.0,9.0,1.0,1.0,0.0,0.0,1489.83,0.33,15.75,6.0,0.0,0.0,9.0,3994.37,3.0,0.0,0.0,0.0,125.0,0.5,0.0,0.0,0.0,5.0,0.0,2.0,2.5,0.0,0.0,3.0,0.0,13.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,37.0,14.83,4515.25,472.0,474.0,93.75,13.5,93.75,23.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.5,0.0,1.83,0.0,0.0,0.0,4.0,0.0,2.16,0.0,1.0,4.0,4.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,7.5,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.33,60.33,19.0,68.5,0.0,0.0,1.0,0.0,502.0,3252.5,14.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,395.33,33.25,203.0,0.0,0.0,0.0,63088.34,256.0,9397.75,1
sample_59,1451569.61,594.5,162802.5,21983.66,675.5,26.0,5179.0,0.0,0.0,0.0,28.5,0.0,7.0,303.0,0.0,0.0,0.83,482.17,32.0,0.0,45.0,4.08,15.0,5325.5,0.0,16.5,41.0,43954.0,5.5,1219.16,21.0,2143799.67,11291.0,4.0,49564.58,107.0,22.0,1617.0,0.0,0.0,12.0,1.0,13.5,282.5,5952.83,95.0,0.0,1.0,984079.48,0.0,354448.0,19.17,105114.5,37213.17,10.0,0.0,4.0,4.0,0.33,12.0,2499.08,17.0,1.0,13.0,20.0,4.0,0.0,0.0,1940.0,0.0,10.75,14.0,0.0,0.0,12.0,2499.08,6.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,6.0,0.33,0.0,8.0,0.0,0.0,3.0,0.0,17.83,0.0,0.0,1.0,2.0,1.5,1.0,0.0,0.0,2.0,1.5,5.5,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,24.0,1.33,4133.25,519.75,564.0,158.83,9.5,158.83,22.33,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.33,0.33,0.0,1.0,0.0,5.33,0.0,0.0,0.0,8.0,0.0,2.16,0.0,1.0,6.0,3.0,3.0,0.0,1.0,18.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.83,19.0,44.0,0.0,0.0,2.0,0.0,696.5,6852.83,10.33,0.0,0.0,19.0,0.0,0.0,0.0,0.0,777.17,32.0,397.0,0.0,0.0,0.0,53882.34,435.0,11709.0,1
sample_60,1335679.22,1198.0,108961.92,12022.66,282.0,16.0,2076.0,0.0,0.0,0.0,35.5,0.0,15.0,277.83,0.5,0.0,1.5,270.5,60.0,0.0,27.0,4.5,6.0,8529.5,0.0,30.0,10.0,60454.17,7.33,3054.84,11.0,1918754.33,16310.08,0.0,82252.08,146.0,14.0,811.75,0.0,0.0,9.0,1.0,13.0,103.5,2461.5,174.0,0.0,6.33,492615.48,0.0,484901.33,3.5,161667.66,14344.83,9.0,2.0,3.5,3.5,0.0,2.0,1059.67,1.0,0.0,21.0,19.5,6.0,0.0,0.0,1934.5,0.33,4.83,15.0,0.0,0.0,5.0,1059.67,5.0,0.0,0.0,0.0,43.0,1.0,0.0,2.0,0.0,7.0,0.25,3.0,3.5,0.0,0.0,1.0,0.0,5.5,0.0,0.0,1.0,5.5,1.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,39.0,1.5,347.5,589.0,232.0,41.5,16.5,41.5,16.0,0.0,0.0,3.0,2.0,1.0,0.0,26.0,2.5,2.0,2.0,2.0,0.25,4.0,0.67,7.5,1.0,0.0,0.0,18.5,0.0,3.66,0.0,1.0,11.5,10.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,17.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,78.33,84.5,32.0,0.0,0.0,2.0,0.0,983.75,5682.08,3.67,1.0,0.0,34.5,0.0,0.0,0.0,0.0,879.67,16.0,360.0,0.0,0.0,0.0,23178.84,179.5,24445.42,1
sample_61,985183.4,1022.5,86326.17,73175.66,364.92,24.0,1563.0,0.0,0.0,0.0,33.5,0.0,11.0,312.08,1.0,0.0,0.0,336.5,25.25,0.0,33.0,4.92,5.0,8677.83,0.0,7.0,9.0,48971.33,3.0,3364.34,14.0,1090315.08,16550.75,2.0,60204.42,283.0,115.0,1129.5,0.0,0.0,9.0,0.0,14.0,66.0,1619.5,162.0,0.0,4.0,498263.66,0.0,381181.75,9.5,116369.16,17204.67,2.0,1.0,3.0,3.0,0.0,0.0,937.25,5.0,2.0,8.0,23.0,2.0,0.0,0.0,1514.75,0.0,5.25,44.0,0.0,0.0,3.0,937.25,4.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,37.0,0.33,356.17,350.17,184.0,48.33,11.0,48.33,18.33,1.0,1.0,4.0,2.0,0.0,0.0,4.5,4.5,0.0,0.67,0.67,0.0,0.5,0.33,4.83,0.0,0.0,0.0,10.5,0.0,3.16,0.0,0.0,16.5,11.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,13.67,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,4.5,117.0,31.0,21.0,0.0,0.0,2.0,0.0,579.0,2992.67,3.67,1.0,0.0,42.5,0.0,0.0,0.0,0.0,969.67,10.5,408.0,2.0,0.0,0.0,13308.66,182.0,16388.25,1
sample_62,2234116.69,1298.25,227063.58,44879.5,962.0,379.0,8415.58,0.0,0.0,0.0,32.5,0.0,16.0,491.25,0.5,0.0,0.0,912.17,55.0,0.0,32.83,8.58,15.0,12088.5,0.0,21.0,46.0,91837.5,13.5,2544.16,35.0,3556784.0,21933.58,4.75,106888.58,145.0,39.5,1961.0,0.0,0.0,43.0,0.0,33.0,175.5,7077.33,98.0,0.0,1.0,1301247.14,0.0,664805.5,25.0,191776.34,36882.5,7.5,2.0,4.5,4.5,0.0,5.0,4637.21,11.0,3.0,17.0,9.0,3.0,0.0,0.0,7409.5,1.0,28.17,33.0,0.0,0.0,16.0,4634.37,8.0,0.0,0.0,0.0,303.0,4.0,0.0,0.0,0.0,7.0,0.58,4.0,7.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,64.0,5.5,5341.5,1034.42,722.0,205.42,15.5,205.42,50.58,0.0,2.0,3.0,2.0,0.0,0.0,17.5,11.0,0.0,0.67,0.67,0.0,2.5,0.67,8.75,0.0,0.0,0.0,21.0,0.0,4.08,1.0,1.0,15.0,11.0,17.0,0.0,1.0,18.0,0.0,0.0,0.0,14.0,9.33,0.0,5.33,0.0,3.0,0.0,2.0,1.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.5,1.0,44.0,57.0,0.0,0.0,3.0,0.0,1290.5,8483.08,7.67,0.0,0.0,62.25,0.0,0.0,0.0,0.0,1147.83,21.5,618.0,0.0,0.0,2.0,89474.66,505.5,23711.08,1
sample_63,1790417.32,1019.0,161597.08,128901.0,469.0,65.0,2002.0,0.0,0.0,0.0,121.5,0.0,4.0,656.75,1.5,0.0,1.0,476.0,22.0,0.0,19.0,7.58,15.0,10683.5,0.0,33.5,32.33,81968.42,11.0,3657.5,4.0,1777485.67,15210.33,1.0,72288.5,439.0,274.0,1635.5,0.0,0.0,9.0,0.0,18.0,138.5,3983.5,99.0,0.0,7.0,825674.48,0.0,588871.17,14.5,135393.41,25217.58,1.0,2.0,3.0,3.0,0.33,1.0,1818.33,2.0,0.0,2.0,11.0,6.0,0.0,0.0,2732.5,0.0,3.25,68.0,0.0,0.0,1.25,1815.33,3.0,0.0,0.0,0.0,217.0,8.0,0.0,1.0,0.0,11.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,9.75,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.5,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,38.0,46.5,1577.67,741.0,494.0,89.17,17.0,89.17,21.0,0.0,3.0,4.0,4.0,2.0,0.0,23.0,8.0,0.0,1.33,1.33,0.0,2.5,0.0,5.67,0.0,0.0,0.0,10.5,2.0,4.34,0.0,1.0,22.5,25.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,17.0,33.33,0.0,3.0,0.0,5.5,2.0,0.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.5,1.0,64.0,32.0,0.0,0.0,6.0,0.0,1566.0,9061.67,7.0,9.0,0.0,23.5,0.0,0.0,0.0,0.0,2321.67,24.5,628.0,0.0,0.0,1.0,19473.66,276.0,23234.08,1
