,hsa-miR-585-5p,hsa-miR-148a-3p,hsa-miR-585-3p,hsa-miR-455-3p,hsa-miR-17-5p,hsa-miR-6513-3p,hsa-miR-2114-3p,hsa-miR-5680,hsa-miR-195-3p,hsa-miR-6861-3p,hsa-miR-3663-5p,hsa-miR-106a-5p,hsa-miR-148b-5p,hsa-miR-142-3p,hsa-miR-1269a,hsa-miR-3925-3p,hsa-let-7f-5p,hsa-miR-2355-3p,hsa-let-7a-5p,hsa-miR-4431,hsa-miR-1249,hsa-miR-148b-3p,hsa-miR-140-5p,hsa-miR-195-5p,hsa-miR-7157-5p,hsa-miR-1294,hsa-miR-29a-3p,hsa-miR-4687-5p,hsa-miR-4699-5p,hsa-miR-676-3p,hsa-miR-34b-3p,hsa-miR-3942-5p,hsa-miR-877-3p,hsa-miR-30d-3p,hsa-miR-1227-3p,hsa-miR-4324,hsa-miR-129-2-3p,hsa-miR-130a-5p,hsa-miR-26b-5p,hsa-miR-455-5p,hsa-miR-6513-5p,hsa-miR-196b-5p,hsa-miR-10b-3p,hsa-miR-6795-3p,hsa-miR-30c-2-3p,hsa-miR-152-3p,hsa-miR-4661-5p,hsa-miR-4787-3p,hsa-miR-2682-3p,hsa-miR-6760-3p,hsa-miR-3617-5p,hsa-miR-509-5p,hsa-miR-10b-5p,hsa-miR-4709-3p,hsa-miR-345-3p,hsa-miR-518b,hsa-miR-30a-5p,hsa-miR-2115-5p,hsa-miR-4500,hsa-miR-27b-3p,hsa-miR-346,hsa-let-7i-5p,hsa-miR-6794-3p,hsa-miR-10a-3p,hsa-miR-6882-3p,hsa-miR-6734-5p,hsa-miR-24-1-5p,hsa-miR-6891-5p,hsa-miR-26a-2-3p,hsa-miR-4525,hsa-miR-6846-3p,hsa-miR-99a-3p,hsa-miR-448,hsa-miR-3941,hsa-miR-3074-3p,hsa-miR-4694-5p,hsa-miR-4679,hsa-miR-30a-3p,hsa-miR-4804-3p,hsa-miR-493-3p,hsa-miR-520c-3p,hsa-miR-520b,hsa-miR-1291,hsa-miR-487a-3p,hsa-miR-3680-3p,hsa-miR-515-3p,hsa-miR-106b-5p,hsa-miR-618,hsa-miR-516b-5p,hsa-miR-6849-3p,hsa-miR-6826-3p,hsa-miR-1827,hsa-miR-3943,hsa-miR-192-5p,hsa-miR-6808-3p,hsa-miR-2110,hsa-miR-146b-5p,hsa-miR-210-3p,hsa-miR-520h,hsa-miR-3186-5p,hsa-miR-6726-3p,hsa-miR-508-5p,hsa-miR-27b-5p,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-511-5p,hsa-miR-26a-1-3p,hsa-let-7g-5p,hsa-miR-6888-3p,hsa-miR-10a-5p,hsa-miR-454-3p,hsa-miR-425-3p,hsa-miR-9-3p,hsa-miR-6859-3p,hsa-miR-7114-3p,hsa-miR-504-5p,hsa-miR-4650-3p,hsa-miR-518c-3p,hsa-miR-6858-5p,hsa-miR-6880-5p,hsa-miR-23c,hsa-miR-3191-3p,hsa-miR-378i,hsa-miR-548aw,hsa-miR-6803-3p,hsa-miR-26b-3p,hsa-miR-1228-3p,hsa-miR-31-3p,hsa-miR-183-5p,hsa-miR-6515-3p,hsa-miR-3139,hsa-miR-3656,hsa-miR-146b-3p,hsa-miR-6510-3p,hsa-miR-5582-5p,hsa-miR-4721,hsa-miR-4646-3p,hsa-miR-6764-3p,hsa-miR-30b-5p,hsa-miR-3127-5p,hsa-miR-668-3p,hsa-miR-497-3p,hsa-miR-5587-5p,hsa-miR-34c-3p,hsa-miR-4532,hsa-miR-4685-3p,hsa-miR-4659a-5p,hsa-miR-4659b-3p,hsa-miR-100-3p,hsa-miR-616-3p,hsa-miR-155-5p,hsa-miR-3168,hsa-miR-485-3p,hsa-miR-7977,hsa-miR-940,hsa-miR-548ab,hsa-miR-1271-5p,hsa-miR-329-3p,hsa-miR-7156-5p,hsa-miR-1225-3p,hsa-miR-1301-3p,hsa-miR-3663-3p,hsa-miR-6761-5p,hsa-miR-5089-3p,hsa-miR-3151-5p,hsa-miR-1914-5p,hsa-miR-4517,hsa-miR-627-5p,hsa-miR-6504-3p,hsa-miR-27a-3p,hsa-miR-6797-3p,hsa-miR-2682-5p,hsa-miR-6858-3p,hsa-miR-323a-5p,hsa-miR-6871-3p,hsa-miR-4454,hsa-miR-942-5p,hsa-miR-16-5p,hsa-miR-6833-3p,hsa-miR-2116-5p,hsa-miR-6887-5p,hsa-miR-6810-3p,hsa-miR-510-5p,hsa-miR-6852-3p,hsa-miR-122-3p,hsa-miR-140-3p,hsa-miR-629-5p,hsa-miR-3591-5p,hsa-miR-376a-2-5p,hsa-miR-6849-5p,hsa-miR-146a-5p,hsa-miR-939-5p,hsa-miR-519d-3p,hsa-miR-197-3p,hsa-miR-3929,hsa-miR-98-5p,hsa-miR-124-5p,hsa-miR-298,hsa-miR-6800-5p,hsa-miR-581,Disese Group
sample_51,13.0,29543.5,39.0,856.5,2818.5,22.0,5.0,23.0,188.0,2.5,24.0,22.5,501.0,1718.5,3.0,3.0,787898.73,69.0,1344007.7,5.0,20.0,66861.33,12434.5,13567.42,4.0,28.25,579259.42,1.0,0.5,79.0,14.0,4.0,36.25,2705.33,4.5,8.0,3802.58,31.0,762405.83,1032.25,6.0,6.0,0.0,1.0,3299.58,23367.67,2.0,40.0,17.5,15.5,153.5,0.0,36.0,5.0,36.0,26.0,221018.0,4.0,0.33,259458.08,126.5,113034.08,74.0,0.0,3.0,19.0,9.0,1.33,2461.0,10.0,0.0,2782.5,36.0,0.0,9.0,1.0,8.0,48450.58,4.0,814.67,1.33,1.33,196.25,200.0,0.0,1.0,450.33,65.33,1.0,1.0,6.0,0.0,43.0,91532.0,0.0,535.0,6356.25,87277.58,2.0,0.0,117.0,2.0,254.0,526.17,522.84,6.0,224.5,226243.75,2.0,19.0,18635.83,4432.17,388116.27,3.75,1.33,1488.0,0.0,7.0,0.0,0.0,4.0,0.5,0.0,193.0,158.5,1227.83,28.5,425.5,2023465.08,20.0,4.0,0.0,128.67,0.0,0.0,0.0,12.33,8.0,137310.67,87.0,62.0,71.0,0.0,1.0,0.0,2.0,0.75,0.75,212.0,19.67,839.0,0.33,4777.5,12.0,1.0,2.5,281.5,1527.66,0.0,0.0,2871.17,8.0,30.0,3.0,17.0,10.5,0.0,302.0,0.0,24561.58,5.0,3.0,2.5,17.0,1.0,1.0,110.5,1002189.5,6.5,54.0,0.0,2.0,2.0,0.0,34.75,55684.67,1424.5,34.75,288.0,1.0,7394.5,1.25,5.0,1288.0,8.0,10375.92,22124.4,0.0,0.0,1.0,1
sample_52,9.0,26424.5,30.0,517.25,2203.5,12.0,6.0,6.0,136.33,0.83,11.0,18.5,582.0,817.0,2.0,4.0,762740.41,39.5,1121914.44,2.0,66.0,69025.42,9026.83,11252.75,4.0,38.0,537120.25,1.0,3.0,62.0,20.0,0.0,32.83,2295.58,3.33,9.67,4584.67,18.0,603475.5,564.0,3.0,0.0,0.0,1.0,2819.17,17067.67,1.0,46.0,9.0,4.75,152.33,1.0,10.0,1.0,27.0,28.0,190127.33,2.0,0.67,200652.92,128.0,108164.58,58.5,0.0,3.0,9.83,7.5,1.0,1928.5,6.0,1.0,3166.5,36.0,1.0,7.5,1.0,3.0,46534.5,3.0,616.67,1.0,1.0,250.0,190.0,0.0,2.0,304.0,78.5,1.0,5.0,22.5,0.33,69.0,87707.5,1.0,490.0,5295.5,38196.83,0.5,1.0,64.0,1.0,158.0,517.0,516.0,2.0,134.0,209665.92,1.0,6.0,15981.0,3447.83,330465.61,11.25,3.0,937.5,1.0,4.5,0.0,0.0,1.0,0.0,0.0,145.0,169.5,948.0,8.0,400.0,1669291.0,15.0,3.0,0.0,112.0,0.0,0.0,0.0,13.5,6.75,106576.08,74.0,59.0,65.0,1.0,5.0,0.67,6.0,0.17,0.17,98.5,27.5,470.0,1.5,5608.0,9.0,1.0,3.5,311.67,1739.66,2.0,0.0,2803.5,0.0,27.0,3.0,12.0,14.0,0.0,266.0,1.0,15707.58,2.0,8.0,2.0,13.0,0.0,1.0,96.5,894669.0,11.5,23.0,0.0,6.0,0.0,0.33,16.5,43305.0,1243.5,16.5,277.0,0.0,6669.75,0.83,7.0,1322.5,7.0,9194.08,17707.48,0.0,0.0,4.0,1
sample_53,9.0,22783.5,64.0,506.5,1903.0,14.0,6.0,11.0,76.0,2.5,15.0,18.0,351.0,779.0,7.0,2.0,648179.23,39.83,1079424.0,1.0,33.0,52379.83,6046.83,8696.25,4.0,27.5,429493.0,0.0,1.0,43.0,14.0,2.0,11.75,1763.5,2.33,4.33,2642.08,35.0,486631.08,622.33,4.0,1.0,2.0,0.0,2055.67,16617.33,0.0,22.0,22.0,4.0,88.0,1.0,35.0,5.0,16.0,20.0,165192.0,0.0,0.33,177761.75,110.0,91458.0,38.0,2.0,6.0,10.17,5.5,1.5,1256.33,14.0,0.0,1949.0,40.0,0.0,5.5,0.0,0.0,38372.67,8.0,475.17,1.25,1.25,174.5,171.0,0.0,2.0,272.0,58.0,1.0,0.0,3.5,0.0,47.0,68632.92,4.0,298.5,4527.33,34851.58,0.5,1.0,84.0,2.0,165.33,506.42,505.42,1.0,86.5,164756.08,4.0,6.0,13016.0,2806.67,275086.18,6.75,1.0,1203.5,0.0,19.0,0.0,0.0,2.0,0.5,0.0,70.5,72.5,713.67,11.0,387.0,1566745.08,7.0,1.0,0.0,99.0,0.0,0.0,0.0,4.5,5.5,84968.25,52.0,54.0,40.5,0.0,3.0,0.25,9.0,0.5,0.5,73.0,16.5,458.0,2.0,3780.5,7.0,1.0,3.5,237.83,1096.5,1.0,0.0,1844.92,3.0,20.5,1.0,3.0,6.0,0.0,156.0,0.0,11359.58,1.0,9.0,2.0,10.0,0.0,2.0,79.0,730857.84,3.5,17.0,0.0,3.0,2.0,0.33,22.5,26670.0,909.0,22.5,142.0,0.0,5742.0,0.0,2.0,851.5,5.0,7865.17,14713.28,0.0,0.0,6.0,1
sample_54,15.0,23777.5,53.0,329.0,2058.25,8.0,3.0,10.0,89.0,1.25,1.0,17.5,441.0,771.0,7.0,2.0,659717.07,41.5,1176624.79,0.0,13.0,59391.58,6430.0,7663.0,0.0,21.0,372094.42,0.0,2.0,30.5,2.0,1.0,24.25,1626.83,4.33,3.83,2741.83,29.0,431605.0,476.0,0.0,1.0,1.0,0.0,1960.58,16009.33,1.0,33.0,23.0,1.0,582.0,2.0,32.0,3.0,24.0,9.0,148376.58,2.0,0.0,126934.25,113.0,96432.58,42.0,1.0,5.0,17.25,7.5,1.0,1020.33,4.0,0.0,1873.0,47.0,0.0,7.5,2.0,1.0,27715.5,8.0,597.5,0.58,0.58,181.25,122.0,0.0,0.0,364.0,58.5,0.0,0.0,0.0,0.0,63.0,69539.92,5.0,423.0,4546.67,17730.0,0.0,1.0,82.5,0.0,129.0,400.34,398.34,4.0,74.0,173719.42,2.0,10.0,13423.17,3227.0,215642.74,3.0,2.0,1202.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,85.5,87.5,653.5,15.0,328.0,1932344.67,22.0,1.0,0.0,79.33,0.0,0.0,0.0,12.33,6.0,76954.5,35.0,8.0,57.0,2.0,2.0,0.0,1.0,0.25,0.25,48.0,17.33,341.0,0.0,3127.0,9.0,1.0,1.0,316.5,1147.5,5.0,0.0,2518.33,6.0,26.5,1.0,1.0,8.0,0.0,173.0,0.0,8478.25,1.5,12.0,1.0,5.0,0.0,2.0,70.0,626003.5,10.5,16.0,1.0,1.33,0.0,0.58,25.0,28981.67,983.5,25.0,132.0,0.0,4056.5,0.5,1.0,1023.5,8.0,9590.42,13614.54,0.0,0.0,4.0,1
sample_55,15.0,30143.0,49.0,274.5,1468.0,12.0,3.0,13.0,97.0,1.0,7.0,7.5,366.0,1515.0,11.0,1.0,846948.91,36.0,1522291.84,1.0,26.0,68387.83,7277.33,11245.83,2.0,17.5,484254.5,0.0,0.0,55.0,5.0,0.5,24.5,2057.0,3.33,4.67,3207.58,14.0,560862.42,673.0,3.0,2.0,0.0,2.0,2153.83,16827.33,0.0,27.0,19.0,12.5,618.5,2.0,23.0,1.0,29.0,17.0,180859.33,3.0,1.67,140932.5,144.0,131383.58,42.5,2.0,8.0,8.17,6.5,0.0,1231.83,17.0,0.0,1867.0,38.0,0.0,6.5,0.0,4.0,30244.5,6.0,755.25,1.0,1.0,245.25,183.0,0.0,1.0,320.33,55.0,1.0,2.0,2.0,0.0,84.0,63774.58,2.0,425.0,5641.5,27475.75,1.0,1.0,73.0,0.0,154.5,636.84,637.84,1.0,76.0,203219.08,7.0,17.0,18257.5,2807.33,343827.32,6.75,2.0,1271.67,3.0,13.0,0.0,0.0,2.5,0.0,1.0,102.25,129.0,697.0,12.0,362.0,2173912.08,17.5,2.0,0.0,105.0,0.0,0.0,0.0,8.0,10.0,79440.92,67.0,56.0,52.0,2.0,7.0,0.0,3.0,1.0,1.0,100.0,17.5,817.0,0.33,5211.5,3.0,1.0,6.5,322.5,1660.16,2.0,0.0,2247.08,1.0,44.0,1.5,2.0,14.0,0.0,164.0,1.0,9363.0,1.0,5.0,0.0,21.0,1.0,0.0,92.0,838092.0,10.0,25.0,1.0,1.0,2.0,0.5,35.5,27658.58,1049.0,35.5,211.0,0.0,6099.67,1.0,2.0,1044.0,8.0,13516.42,19145.7,0.0,0.0,9.0,1
sample_56,4.0,24104.5,60.0,213.0,981.5,8.0,0.0,8.0,47.0,1.5,4.0,8.5,270.0,564.5,7.0,1.0,613732.41,23.0,1310055.5,0.0,10.0,37450.0,4769.5,4774.25,1.0,17.0,217018.75,1.0,1.0,20.0,7.0,4.0,10.5,822.42,1.0,5.0,1362.75,2.0,283225.0,367.0,3.0,1.0,1.0,1.0,1672.75,9245.33,0.0,19.0,16.0,7.0,301.33,1.0,42.0,2.0,16.0,12.0,75675.5,1.0,0.67,100119.75,78.0,95664.0,32.0,8.0,5.0,13.5,5.75,0.0,474.83,4.0,0.0,1007.0,18.0,0.0,5.75,0.0,1.0,17171.58,3.0,490.0,1.67,1.67,231.25,93.0,0.5,1.0,144.0,30.0,0.0,1.0,1.0,0.0,81.0,34590.5,5.0,526.0,3021.83,12481.5,2.0,0.0,30.5,4.0,128.0,513.0,512.0,2.0,37.0,114262.67,3.0,140.0,10428.33,1771.5,130442.57,0.0,1.0,1743.5,1.0,3.0,0.0,1.0,1.0,0.0,1.0,41.25,72.5,393.5,3.5,137.0,1934578.08,6.0,1.0,0.25,89.5,0.0,0.0,0.0,8.5,8.0,25385.33,80.0,72.0,18.5,0.0,6.0,0.33,4.0,0.0,0.0,43.0,9.5,688.0,0.0,2676.0,4.0,3.0,1.5,214.33,1119.0,2.0,0.0,2201.17,2.0,18.0,0.0,8.0,5.0,0.0,48.5,0.0,4227.67,0.0,7.0,1.0,15.0,0.0,1.0,110.5,474472.34,4.5,4.0,1.0,3.0,0.0,0.25,17.5,20369.75,843.5,17.5,92.0,0.0,3568.0,0.83,1.5,916.0,3.0,10842.08,6321.91,0.0,0.0,4.0,1
sample_57,4.0,26526.33,19.0,328.5,2135.83,10.0,2.0,11.0,73.5,0.0,0.0,18.83,442.5,733.5,9.0,2.0,674172.23,39.33,1104968.79,0.0,18.0,56680.5,6818.5,6862.58,4.0,33.0,452959.25,0.0,2.0,43.0,4.0,3.0,20.33,2125.92,6.0,5.33,3990.83,17.0,531265.83,440.0,2.0,2.0,0.0,1.0,2333.25,15250.92,0.0,33.5,30.0,8.0,780.0,0.0,9.0,5.0,31.0,25.0,162705.5,2.0,34.17,165456.33,135.0,108063.25,41.5,2.0,2.0,18.67,6.92,0.0,1835.67,2.0,0.0,2155.0,76.0,0.0,6.92,1.0,1.0,37804.67,5.0,581.5,0.67,0.67,240.0,172.5,0.0,1.0,340.5,57.0,0.0,3.0,2.0,0.0,58.0,84059.42,4.0,451.0,3822.58,43493.25,2.5,0.0,90.5,3.0,170.0,596.58,596.58,2.0,122.5,189096.67,3.0,6.0,15748.0,3712.5,297841.26,6.0,3.0,1144.83,1.0,8.5,2.0,1.0,11.5,1.0,0.0,122.0,103.0,825.83,11.0,235.0,1778371.42,17.0,1.0,0.0,89.0,0.0,0.0,0.0,2.5,8.0,88113.58,83.0,49.0,30.0,0.0,1.0,3.17,2.0,0.5,0.5,120.5,21.25,649.0,0.0,4129.0,12.0,2.0,5.0,273.0,1594.16,4.0,1.0,2420.92,2.0,34.0,2.0,9.0,11.0,0.0,207.0,1.0,10596.33,0.0,5.0,0.0,16.0,0.0,2.0,89.5,761267.34,6.0,24.0,0.0,1.5,0.0,0.25,16.0,35085.67,1091.0,16.0,178.5,0.0,4069.0,1.5,0.0,1116.83,6.0,10059.75,20777.67,0.0,0.0,9.0,1
sample_58,8.0,15248.0,136.0,235.0,1142.0,5.0,1.0,4.0,46.0,3.33,1.0,11.0,232.5,812.58,0.0,3.0,813508.73,16.5,1474627.31,0.5,40.0,25072.83,3509.0,6829.5,1.0,25.0,205150.25,0.0,1.0,11.0,0.0,4.0,33.25,502.25,1.0,3.0,6101.25,11.0,327506.17,719.5,1.0,2.0,4.0,1.0,1547.67,5806.0,1.0,20.0,18.0,7.5,422.0,2.0,46.0,2.0,19.0,2.0,118666.17,1.0,26.08,60243.67,63.0,96732.17,37.5,0.0,8.0,9.83,11.5,0.0,385.83,6.0,0.0,573.5,30.0,0.0,11.5,1.0,1.0,21639.17,7.0,472.0,1.0,1.0,68.0,125.5,0.5,3.0,355.0,64.0,2.5,1.0,1.0,0.0,51.0,40979.83,1.0,404.0,5249.0,8918.25,0.5,0.0,61.0,2.0,220.5,1220.58,1219.58,1.0,29.5,141929.42,1.0,23.0,12943.5,2042.0,202712.14,1.5,5.75,1188.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,43.0,135.5,337.0,7.0,169.0,2325696.67,22.0,2.0,0.0,86.0,0.0,0.0,0.0,13.5,1.0,30661.25,116.75,84.0,15.0,1.0,0.0,0.0,5.0,0.0,0.0,49.0,27.5,592.0,0.5,2538.5,10.0,1.0,4.0,406.67,1397.0,5.0,0.0,1895.0,2.0,30.0,0.0,4.0,6.5,0.0,80.33,0.0,2675.5,1.0,6.0,0.0,22.0,0.0,3.0,71.0,480372.84,16.0,20.0,1.0,1.0,0.0,0.33,23.0,12498.08,1031.0,24.0,71.0,0.0,2418.5,3.83,0.0,1443.5,2.0,15804.83,6824.89,0.0,0.0,4.0,1
sample_59,6.0,17546.0,102.0,392.0,1453.0,13.0,2.0,3.0,83.0,3.0,20.0,10.0,306.0,1998.0,0.0,1.0,835260.9,60.83,1451569.61,0.0,27.0,43954.0,5325.5,13466.83,2.0,45.0,354448.0,0.0,2.0,34.0,14.0,2.0,32.0,908.0,2.33,3.33,6736.17,25.0,398561.17,1170.5,3.0,1.0,0.0,0.0,2362.5,8442.83,1.0,29.0,36.0,6.5,422.5,0.0,39.0,0.0,19.0,13.0,253928.83,2.0,1.33,85920.17,159.0,111227.83,34.5,0.0,6.5,10.83,19.17,0.0,703.17,5.0,0.0,1234.0,36.0,0.0,19.17,0.0,1.0,37424.25,8.0,519.75,0.33,0.33,163.25,221.0,0.66,0.0,675.5,88.33,4.0,2.0,4.0,0.0,99.0,49564.58,1.0,515.33,7174.42,16345.92,1.0,0.0,48.0,1.0,268.5,1471.16,1470.16,2.0,59.0,180326.5,4.0,26.0,15041.33,2750.83,316353.48,3.75,1.0,625.92,0.0,2.0,0.0,0.0,2.5,0.0,0.0,107.0,123.0,400.0,4.0,356.0,2143799.67,27.0,0.0,0.0,83.5,0.0,0.0,0.0,17.83,6.5,62382.75,124.0,113.0,46.0,1.0,11.0,0.0,6.0,0.25,0.25,48.0,30.5,1358.0,0.33,3226.0,7.0,1.0,6.5,482.17,1606.0,7.0,0.0,2178.08,9.0,17.0,1.0,4.0,9.0,0.0,151.5,0.0,7830.17,1.0,16.0,0.0,23.0,0.0,2.0,88.0,568550.16,8.0,13.5,0.0,5.0,0.0,1.08,24.5,27810.08,1184.0,24.5,114.5,0.0,5062.5,1.5,2.0,1617.0,6.0,17229.75,14135.53,0.0,0.0,8.0,1
sample_60,17.5,31738.0,63.5,498.0,2074.0,17.0,5.0,10.0,126.0,0.5,19.5,12.0,455.5,1235.0,1.0,1.5,826392.64,56.0,1335679.22,1.0,15.0,60454.17,8529.5,10455.33,2.0,27.0,484901.33,0.0,0.0,64.0,21.0,5.0,16.0,2284.17,4.0,4.67,2742.92,9.0,593874.33,705.0,7.0,6.0,0.0,0.0,2306.92,18415.83,0.0,25.0,19.0,3.0,153.5,0.0,16.0,5.0,23.0,38.0,159394.33,2.0,0.33,201468.0,139.0,99887.83,43.0,2.0,8.0,14.0,3.5,0.33,1693.17,6.0,0.0,1894.5,34.0,0.0,3.5,0.0,4.0,38934.75,7.0,589.0,2.0,2.0,269.58,155.0,0.0,2.0,282.0,36.5,1.0,1.0,0.0,0.0,70.0,82252.08,1.0,424.0,4205.92,28179.0,4.0,0.0,80.5,2.0,228.5,497.0,496.0,3.0,105.5,189053.67,3.0,16.0,17101.5,2973.83,278624.29,5.25,0.0,914.67,0.0,26.0,0.0,0.0,2.0,0.0,0.0,170.0,94.5,773.5,4.0,295.0,1918754.33,15.5,2.0,0.0,97.5,0.0,0.0,0.0,5.5,9.5,97759.92,80.0,38.0,36.0,1.0,6.0,0.0,2.0,0.0,0.0,95.5,30.83,409.0,0.0,2947.5,4.0,0.0,2.0,270.5,1206.34,1.0,0.0,2464.83,9.0,22.0,2.0,7.0,15.0,0.0,187.5,0.0,12541.67,0.0,8.0,0.0,10.0,0.0,2.0,80.0,923860.66,5.0,13.0,0.0,3.0,0.0,0.25,27.5,38282.42,991.0,27.5,165.0,0.0,5669.5,1.83,4.5,811.75,11.5,10151.83,15961.25,0.0,0.0,6.0,1
sample_61,12.5,28136.5,142.5,439.5,2078.0,14.0,6.0,11.0,149.0,4.5,23.0,14.5,394.0,2077.0,1.0,3.0,685051.24,70.0,985183.4,4.0,11.0,48971.33,8677.83,8490.83,2.0,33.0,381181.75,0.0,0.0,52.33,38.0,3.0,10.5,1341.83,2.33,6.33,1784.5,16.0,392460.17,599.5,3.0,3.0,3.0,0.0,2031.25,17391.5,0.0,25.0,6.0,6.0,331.33,1.0,36.0,5.0,35.0,11.0,164362.33,2.0,1.0,223523.08,102.0,115554.17,26.0,3.0,2.5,14.5,9.5,1.83,1483.5,15.0,2.0,1806.5,12.0,0.0,9.5,0.0,2.0,27876.67,2.0,350.17,0.67,0.67,89.0,113.5,0.0,2.0,364.92,85.5,2.0,2.0,3.0,0.33,43.0,60204.42,4.0,366.0,4048.0,34701.08,0.5,0.0,44.0,0.0,172.0,452.34,452.34,4.0,109.0,221216.5,0.0,24.0,12655.67,3536.5,262528.51,5.25,2.0,611.0,0.0,4.5,0.0,1.0,3.5,0.0,1.0,101.5,87.5,613.5,7.0,260.5,1090315.08,7.0,1.0,0.0,79.33,0.0,0.0,0.0,6.5,9.0,75385.83,65.5,67.0,37.0,0.0,8.0,0.67,3.0,2.0,2.0,90.0,24.33,657.0,0.0,2130.0,7.5,2.0,2.0,336.5,1270.34,0.0,0.0,2143.08,14.0,22.0,1.0,14.0,8.0,0.0,222.0,0.0,21309.92,3.5,9.0,3.5,27.0,1.0,5.0,82.0,452491.5,3.5,14.0,0.0,1.0,1.0,0.75,16.5,43013.75,740.0,16.5,247.0,0.0,5136.5,1.0,2.0,1129.5,7.33,11833.5,7663.12,0.0,0.0,7.0,1
sample_62,21.0,46741.25,213.0,538.5,2859.0,14.0,4.0,11.0,105.0,4.5,9.0,23.5,742.5,1835.5,3.0,3.0,1227465.3,79.33,2234116.69,4.0,18.0,91837.5,12088.5,15443.75,3.0,32.83,664805.5,0.0,1.0,45.0,18.0,7.0,21.5,2309.33,3.67,6.08,9128.0,34.0,758557.83,1401.0,5.0,10.0,4.0,1.0,3207.42,23038.83,0.0,25.5,30.0,9.0,1393.5,0.0,104.0,7.0,50.0,19.0,331415.67,3.0,1.67,218632.0,231.0,146451.83,58.0,10.0,9.0,17.33,25.5,0.0,1819.83,5.0,2.0,2621.0,37.0,1.0,25.0,0.0,1.0,40196.0,0.0,1034.42,0.67,0.67,250.0,348.0,0.0,2.0,962.0,167.5,7.0,5.0,4.0,0.0,72.0,106888.58,1.0,700.67,8822.42,29600.25,2.5,0.0,25.5,4.0,451.33,1488.0,1487.0,3.0,155.0,289118.58,6.0,379.0,29314.67,4998.0,543592.8,8.25,1.5,1231.5,0.0,17.5,2.0,0.0,6.5,0.5,2.0,151.5,153.0,903.0,7.5,516.25,3556784.0,31.0,2.0,0.0,130.0,0.0,1.0,0.0,5.0,6.83,129320.67,155.0,134.0,24.5,1.0,12.0,0.25,7.0,2.0,2.0,176.0,42.33,2120.5,0.0,3627.0,13.0,4.0,12.5,912.17,2609.34,7.0,0.0,4594.25,12.0,26.0,1.0,11.0,8.0,0.0,231.33,0.0,14454.58,0.0,16.0,0.33,21.0,0.0,2.0,181.5,1190902.0,11.0,33.0,1.0,2.0,1.0,1.67,67.0,50864.58,2213.5,67.0,266.5,1.0,7467.83,1.83,4.0,1961.0,6.0,23724.58,27198.76,0.0,0.0,9.0,1
sample_63,12.0,50491.5,144.0,503.5,2107.75,17.0,6.0,25.0,116.0,2.5,11.0,15.75,517.5,3083.5,10.0,4.0,1319863.55,74.0,1790417.32,8.0,43.0,81968.42,10683.5,9849.5,6.0,19.0,588871.17,0.0,5.0,81.0,41.0,6.0,24.5,1828.17,5.33,9.75,2915.25,26.0,547328.08,1198.5,6.0,17.0,2.0,1.0,2918.33,25413.83,0.0,54.5,13.0,11.0,70.0,1.0,84.0,5.5,19.0,35.0,231574.5,11.0,2.25,288735.58,346.0,248648.58,55.0,1.0,6.0,11.5,14.5,1.0,1381.83,4.0,2.0,3019.0,30.0,0.0,14.5,1.0,4.0,41231.08,3.0,741.0,1.33,1.33,285.5,355.0,0.0,4.0,469.0,81.5,0.0,1.0,3.0,0.0,179.0,72288.5,8.0,779.0,5119.75,47648.08,2.5,1.0,77.5,2.0,317.5,1177.24,1176.24,4.0,130.0,300139.42,9.0,65.0,21517.67,4440.0,327327.57,3.0,4.0,1650.83,0.0,23.0,1.0,0.0,5.0,1.0,0.0,182.25,80.5,679.5,7.0,345.0,1777485.67,11.0,2.0,0.0,87.0,0.0,0.0,0.0,9.75,10.0,70973.58,97.0,338.0,44.5,1.0,15.0,2.58,6.0,0.0,0.0,113.0,15.25,1012.0,0.33,6382.33,11.0,3.0,10.0,476.0,2576.5,1.0,0.0,2941.5,17.0,27.0,1.0,12.0,4.0,0.0,134.0,0.0,18734.42,1.0,6.0,1.0,98.0,0.0,6.0,113.0,628182.34,7.0,18.0,1.0,4.0,1.0,2.5,23.5,53623.42,1971.25,23.5,274.0,0.0,11214.25,1.0,5.0,1635.5,11.33,27793.67,12716.81,0.0,0.0,8.0,1
