,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-103b,hsa-miR-105-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1185-1-3p,hsa-miR-1185-5p,hsa-miR-124-3p,hsa-miR-124-5p,hsa-miR-1247-3p,hsa-miR-1247-5p,hsa-miR-1249,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-127-3p,hsa-miR-1271-5p,hsa-miR-128-3p,hsa-miR-129-1-3p,hsa-miR-129-2-3p,hsa-miR-129-5p,hsa-miR-1301-3p,hsa-miR-1306-5p,hsa-miR-130a-3p,hsa-miR-132-3p,hsa-miR-133a-3p,hsa-miR-135b-5p,hsa-miR-136-3p,hsa-miR-137,hsa-miR-138-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-148b-5p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-3p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-194-5p,hsa-miR-195-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-19b-3p,hsa-miR-200a-3p,hsa-miR-203a,hsa-miR-203b-5p,hsa-miR-204-5p,hsa-miR-20a-5p,hsa-miR-21-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-2110,hsa-miR-216a-3p,hsa-miR-216a-5p,hsa-miR-217,hsa-miR-218-5p,hsa-miR-22-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-2-3p,hsa-miR-26a-5p,hsa-miR-26b-3p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-299-5p,hsa-miR-29a-3p,hsa-miR-29b-3p,hsa-miR-29c-3p,hsa-miR-301a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30c-2-3p,hsa-miR-30c-5p,hsa-miR-30d-3p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-31-3p,hsa-miR-31-5p,hsa-miR-3184-5p,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-324-5p,hsa-miR-328-3p,hsa-miR-329-3p,hsa-miR-331-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-337-5p,hsa-miR-339-3p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-34a-5p,hsa-miR-3529-3p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-3617-5p,hsa-miR-369-5p,hsa-miR-370-3p,hsa-miR-378a-3p,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-409-5p,hsa-miR-423-3p,hsa-miR-424-5p,hsa-miR-425-3p,hsa-miR-432-5p,hsa-miR-451a,hsa-miR-452-3p,hsa-miR-452-5p,hsa-miR-454-3p,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-484,hsa-miR-485-3p,hsa-miR-485-5p,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-487a-3p,hsa-miR-487b-3p,hsa-miR-488-3p,hsa-miR-491-5p,hsa-miR-493-3p,hsa-miR-497-5p,hsa-miR-504-5p,hsa-miR-532-3p,hsa-miR-542-3p,hsa-miR-543,hsa-miR-551b-3p,hsa-miR-585-3p,hsa-miR-590-3p,hsa-miR-598-3p,hsa-miR-628-3p,hsa-miR-628-5p,hsa-miR-629-5p,hsa-miR-660-5p,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-767-5p,hsa-miR-769-5p,hsa-miR-888-5p,hsa-miR-891a-5p,hsa-miR-891b,hsa-miR-892a,hsa-miR-892b,hsa-miR-9-3p,hsa-miR-9-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-95-3p,hsa-miR-96-5p,hsa-miR-98-5p,hsa-miR-99a-3p,Disese Group
sample_44,950.34,1134429.83,288570.91,113001.58,174372.92,905721.06,102279.0,133460.5,115435.5,31050.5,135907.82,108079.82,108079.82,2468.84,378.0,15560.08,26.0,5351.5,226.83,1284.66,485307.11,8208.64,6.0,55.0,47.0,725024.48,1041477.14,95832.5,13835.25,110861.58,488.33,61554.84,594.5,5846.08,88620.76,2540.58,216.0,2409.5,6709.5,18069.82,4085.5,3261.83,3643.0,28655.34,24458.0,3106.5,992.75,220.0,75796.5,2234.0,3207.5,5766.83,14291.33,38586.5,247.0,38354.67,1741.33,9071.33,839.84,1461.0,8267.58,4335.83,430216.16,865.0,52252.16,2076.0,2946029.33,2436256.0,6210.17,1343.0,132866.0,140658.75,43090.58,8169.84,3895.33,7.0,1633.83,2430.46,268.0,1214.73,3986.5,817.0,532.92,532.58,279995.25,5856.5,118034.08,9395.0,58333.58,472.0,491.83,2909.0,4906.08,9935.34,6525.58,813.58,58.0,12598.0,27514.75,22589.87,34609.0,395.5,837761.98,196.5,276728.67,4394.08,68978.83,4006.5,410805.42,114623.3,416680.07,1098.83,29006.83,218037.67,28927.75,2175.08,53443.84,732.17,435519.08,25236.0,56320.92,133.0,16493.33,2381.21,14097.0,5094.5,1853.5,4327.83,2135.0,2449.0,768.0,29456.67,597.5,2906.5,15001.67,248984.0,50215.08,7549.68,7174.83,22735.0,340.5,5843.0,1387.17,8540.9,38835.25,5453.83,15451.5,10725.0,3648.5,2380.21,122.0,2812.0,21212.25,342.5,2.0,15.5,11313.83,143.0,535.5,2470.83,4465.5,4515.5,1961.16,1961.16,169.0,7501.83,2950.75,1793.5,449.5,306.5,403.33,376.33,156.0,399.0,859.5,133.0,935.5,11628.5,1564.0,7127.0,1203.0,6065.5,37456.06,3215.67,897.0,9020.17,74.0,116.0,7.0,25.0,13.0,136209.83,2127409.16,52934.66,4506.83,19492.0,10093.33,569669.0,13407.42,902.0,1
sample_46,2645.34,1104152.52,269291.41,84586.67,191512.41,777153.81,205149.17,132964.83,73064.66,8443.0,214279.16,66968.02,66968.02,1027.34,216.5,12921.09,162.0,2269.0,443.83,947.66,95819.8,11503.83,3.0,34.0,41.0,900022.47,1719444.28,214068.83,31837.33,56598.83,243.83,108796.84,377.5,4355.42,83716.76,3309.0,613.33,11319.75,3971.33,11570.84,2405.0,1792.0,1476.5,13201.5,37261.58,8078.83,1057.5,918.25,41516.75,5938.0,5386.0,2554.75,21714.0,45424.58,307.0,32385.42,2588.0,16682.83,2722.0,897.0,14546.42,8068.92,584983.66,1404.0,18139.84,365.5,2924443.5,1407954.92,10929.0,1858.83,200476.33,315102.33,62306.58,13722.66,6541.0,18.0,1436.0,1549.14,1124.34,774.57,11747.0,669.0,1366.58,1366.58,229911.0,4112.5,55275.25,38113.0,61117.5,740.5,798.67,3005.0,1836.0,24122.84,6798.17,3996.75,113.0,17625.66,40261.17,51312.74,33817.0,1494.67,482796.98,644.0,450460.17,18764.42,226807.0,2991.0,396716.42,326534.26,535154.8,4456.0,31186.67,141212.83,62252.42,2351.75,131275.0,1449.67,292390.33,25425.5,49369.33,231.5,16218.33,1260.5,21022.0,8496.5,5060.83,7837.58,2236.84,5640.83,732.0,107813.83,678.17,3480.0,11849.0,209097.33,69681.0,12751.46,14270.83,16280.08,304.5,3032.0,4249.25,1070.5,29108.5,1457.5,24773.33,15911.75,2096.0,1260.5,566.75,3325.5,22750.92,608.5,4.0,11.5,13701.5,279.5,420.33,382.67,6810.5,1111.0,740.58,739.58,199.0,9570.33,1144.83,916.5,416.58,2131.0,1056.17,1063.0,427.5,198.0,3772.58,66.5,1218.5,5725.25,2231.0,3721.0,1166.5,4215.0,62986.54,4731.08,1201.0,5964.0,37.0,75.0,12.0,24.0,16.0,212058.11,1750090.52,17707.16,1068.5,30188.33,17242.25,263968.67,12192.67,2036.0,1
sample_47,2440.5,1268156.49,281459.66,103398.58,157131.83,775382.56,209401.58,133958.08,42088.0,9023.0,209025.66,71660.63,71660.63,1305.66,377.0,12790.57,6.0,2228.0,188.5,657.0,164220.74,15214.26,7.0,45.0,11.0,675219.56,1188630.14,175536.33,30026.33,52247.5,362.83,86195.84,324.17,3392.08,68311.44,2540.33,303.5,7071.25,3644.0,8190.34,4311.67,2006.5,1393.0,14248.84,33585.83,6734.33,1320.5,667.0,77147.0,6509.42,4697.0,3191.5,27506.5,57867.83,381.0,21671.0,2153.0,13610.33,2235.5,1104.0,16903.5,7590.83,557782.0,1798.5,17252.34,760.0,3173201.25,1835863.83,12841.75,1365.0,172210.67,226776.33,62941.58,15356.0,6287.5,13.5,1008.08,2617.46,1140.66,1307.73,13923.66,747.5,456.83,456.83,189269.67,7312.0,67764.75,33794.75,55669.92,388.0,581.58,2315.58,2199.0,16320.66,6842.67,4781.0,105.0,14160.0,32075.25,38370.86,30283.33,1301.83,589243.32,597.0,438116.0,11775.58,161068.92,2197.5,395553.17,239124.26,482837.3,3252.83,26154.67,152073.0,63746.0,1805.42,110661.5,1624.75,311703.33,21676.33,55533.08,164.0,16682.33,1012.67,11629.5,2030.0,3879.33,4425.42,1598.34,4804.67,685.0,93694.58,790.5,3180.0,12534.75,229087.0,43729.67,11299.42,10656.0,12749.25,600.5,2243.0,2021.25,2373.83,21483.5,2141.33,16008.17,9488.0,1500.5,1012.67,311.5,3325.0,13140.5,533.0,7.0,22.0,15689.33,184.5,407.0,518.25,3745.0,808.5,574.5,573.5,151.0,7042.67,2209.0,589.0,472.83,1390.5,736.0,664.83,263.5,193.0,1506.67,23.0,1612.33,7281.5,1407.5,3376.0,1271.0,4942.0,55783.08,2474.0,1283.83,6124.67,65.0,116.0,20.0,17.0,25.0,242291.08,1766383.67,16788.0,949.0,26960.83,15612.33,445813.83,14948.83,1639.5,1
sample_48,2282.34,1476603.36,283611.08,97773.33,173913.5,846246.48,219522.42,131229.83,59310.16,9427.5,245008.5,79362.02,79362.02,1445.34,357.0,13676.99,37.0,2704.5,283.0,678.0,224300.1,12384.05,5.0,61.0,26.0,757090.89,1229389.96,134690.58,28565.92,44073.5,487.17,96907.34,241.58,3704.75,67544.44,3139.58,426.0,7668.33,2520.0,12740.0,4487.5,1606.5,1571.0,13555.34,29005.17,7558.5,1249.0,598.0,35246.58,2337.75,4426.5,3542.33,23915.0,62314.67,407.0,25058.67,2138.5,14837.33,2228.5,675.33,20333.75,9546.33,759293.0,1615.33,17574.0,832.5,3689626.83,2286328.58,13941.17,1308.0,182198.42,256773.91,75057.92,19743.84,5258.83,46.5,1389.83,2644.46,942.66,1318.73,13808.66,757.5,1368.46,1368.46,311144.25,8923.0,70789.17,31897.58,87455.67,431.0,807.25,4479.75,2204.0,15041.34,6786.0,3189.5,64.0,12763.83,36192.0,35783.86,31047.5,1250.67,739304.32,644.5,507732.0,9158.17,155624.67,3124.5,404798.5,231674.77,441694.22,4956.33,24009.5,157991.0,65661.83,2168.42,115364.84,1528.75,375368.33,20749.17,67330.0,254.0,16835.25,1423.83,8556.5,1792.5,3529.33,6236.58,1560.34,4623.83,904.0,100753.75,609.5,3886.0,11956.17,237533.5,51921.42,9277.7,9854.83,18046.92,371.0,2309.0,1885.25,2918.91,23144.5,2064.25,13606.5,9069.0,1585.0,1423.83,196.5,4010.92,12946.75,549.5,7.0,28.0,19834.83,197.0,449.5,584.17,4289.5,975.0,542.84,541.84,122.0,5530.0,2861.5,676.0,376.0,930.0,1255.17,839.5,165.0,180.0,2374.5,149.0,1904.75,6431.0,1950.5,4083.5,1414.0,5237.0,45804.66,3019.33,1346.5,5306.33,21.0,32.0,9.0,10.0,7.0,255686.07,1955576.13,23338.0,1221.0,28111.83,17069.25,565086.58,14904.67,1536.0,1
sample_49,5570.34,1496229.11,378738.91,133960.42,237861.75,1025139.14,323390.33,170024.17,104287.0,11251.0,363433.66,76528.98,76528.98,1662.66,480.0,14899.56,8.0,1656.0,445.0,1155.0,150572.97,18241.47,2.0,42.33,29.0,981185.62,1885918.28,222144.0,41215.33,64682.0,352.0,142843.66,411.33,2947.33,61600.62,3263.92,392.5,15439.25,2323.0,18505.82,4574.33,2951.5,1800.5,17210.16,45349.33,10857.0,1668.5,1378.25,31524.17,4307.0,9745.83,5145.0,43013.0,77270.0,543.0,30377.75,1648.0,29353.5,4715.84,868.0,21942.58,11538.75,699231.16,3044.0,22538.5,1047.0,4061270.58,1816107.58,23031.92,5271.0,293023.08,409253.41,98125.08,25977.5,8321.5,50.0,1126.0,1798.48,1027.0,898.24,18694.34,1220.5,954.79,954.29,331862.58,7811.0,82929.92,54622.08,109457.83,441.0,1526.0,4575.5,4428.25,29311.34,8208.17,6228.83,182.0,25412.33,55350.33,60615.24,44974.0,2350.17,784251.64,1101.83,680836.33,29721.92,328692.92,4281.0,593074.83,445243.19,852547.68,6811.0,48310.75,246366.5,137135.67,2527.58,243959.0,2244.33,390692.75,40229.08,83142.67,421.0,21966.75,881.75,14250.0,8160.5,6197.0,5515.25,2210.34,5971.17,1017.0,155416.0,1571.67,3876.92,17054.83,194854.0,93786.17,14565.97,20879.5,20136.0,180.33,3290.0,2549.08,1271.58,32152.5,2260.5,26536.33,16995.0,2168.0,881.75,516.5,5223.5,19639.75,548.5,13.0,38.5,20832.5,704.0,779.0,398.25,4113.5,695.0,470.84,470.84,276.0,11080.83,1917.5,799.0,670.5,2387.0,756.0,895.33,162.0,357.0,4502.33,106.0,2973.83,10408.0,2059.0,4379.0,1745.5,7154.0,72161.45,2804.33,1965.83,6590.67,29.0,59.0,14.0,16.0,8.0,414442.12,2675780.18,16050.0,878.5,40866.67,23485.33,469396.33,18559.75,3010.5,1
sample_50,5728.5,1028619.51,255117.5,89313.92,158805.08,711969.73,218473.08,103892.25,77741.66,9173.0,438875.32,70473.4,70473.4,949.0,454.0,14235.72,12.0,1471.5,558.5,1667.0,151369.94,26536.1,2.0,51.0,27.0,849197.29,1832413.28,211809.08,36874.33,61988.5,293.0,133403.84,472.75,4670.0,77282.44,2505.67,396.0,17206.0,3051.0,15088.5,3410.33,3644.0,1897.0,17286.84,41383.33,9717.0,1076.0,1430.33,51958.0,9685.08,6205.0,3514.25,25056.5,64383.75,465.0,20539.33,2445.5,19458.17,5133.16,506.0,32289.0,14615.83,741938.5,2421.5,14012.34,691.0,3950454.83,1464571.0,21848.42,1819.83,159351.5,390311.91,91983.42,22023.0,8185.33,15.0,993.67,2156.14,2265.34,1078.07,34169.34,776.5,961.67,961.67,368431.0,6429.0,73809.25,58649.5,109127.33,439.0,1085.17,2945.0,1934.5,30742.0,12088.83,6585.25,78.0,22471.25,45936.33,52063.11,43547.0,2230.67,569870.48,948.0,537576.33,29139.08,269311.0,4166.0,607294.0,494973.37,1012276.69,8647.0,45401.67,188156.0,162002.42,2274.92,250847.16,2461.0,337566.5,39369.17,77595.58,521.5,15864.0,779.25,17442.0,4033.0,5423.33,4601.08,2359.0,7548.0,863.58,200007.0,1174.17,3058.33,16900.67,205307.83,95008.08,15697.86,17320.33,16655.92,177.0,3136.0,2544.58,1091.75,26876.5,1994.67,27118.67,17660.5,2161.5,779.25,1736.0,3897.5,19359.67,1179.0,7.0,12.0,14945.0,432.5,627.0,241.33,5015.5,604.0,461.66,459.66,228.0,14097.83,2233.5,648.0,381.83,3873.67,581.5,880.25,825.0,364.0,8001.75,59.5,2910.25,7138.0,2371.0,4655.5,1167.5,6538.5,78243.6,3061.92,1205.42,8879.33,77.0,178.0,49.0,40.0,40.0,270767.88,1824175.98,16872.34,986.5,35905.0,21787.5,456120.08,11348.42,3080.5,1
sample_51,5156.34,1344007.7,332975.83,110700.83,154426.08,787898.73,226243.75,113034.08,23856.16,13272.0,391522.48,62926.96,62926.96,1249.34,450.33,10022.57,19.0,2677.0,376.5,478.0,149638.97,22124.4,58.0,694.0,20.0,812243.96,1867945.1,313977.0,55351.33,36977.0,281.5,145655.0,305.0,3802.58,59648.62,2871.17,786.0,27266.83,3241.5,3792.5,2560.83,1850.83,1420.0,8030.66,55684.67,12434.5,1718.5,1827.08,56477.42,8128.75,7394.5,6356.25,29543.5,66861.33,501.0,11298.42,2703.0,23367.67,3367.5,839.0,36946.67,12812.5,1002189.5,2818.5,17180.5,632.5,4692125.0,2023465.08,22149.08,3096.83,224736.75,474255.58,91532.0,21781.84,13567.42,60.5,1288.0,2388.46,1992.84,1192.23,28965.66,1056.67,1638.17,1638.17,315388.75,8648.5,93015.58,87277.58,51832.58,535.0,1341.33,5505.17,2814.33,23610.66,10826.25,8072.5,268.0,19538.83,42874.08,48271.12,48501.5,2461.0,614604.82,1227.83,762405.83,24561.58,259458.08,1619.5,579259.42,449454.88,743932.44,8200.83,48450.58,221018.0,137310.67,3299.58,227498.5,2705.33,428502.5,37376.25,77818.17,425.5,18127.0,1317.79,8502.0,3169.5,4968.83,7219.17,1527.66,9122.75,1230.0,271503.67,1191.0,4432.33,18234.92,281259.5,39641.33,11991.46,25207.5,23975.42,153.5,2915.0,2112.0,2514.16,13133.5,1605.0,19532.17,9470.5,744.0,1317.79,763.75,4432.17,12676.17,894.0,15.0,46.5,18635.83,856.5,1032.25,379.92,4777.5,327.5,526.17,522.84,200.0,7505.42,1939.83,521.5,814.67,4805.17,1488.0,1171.0,366.0,243.0,4318.92,39.0,3616.25,5242.08,2487.5,4254.33,1424.5,5454.0,59625.24,3200.08,1871.5,5568.17,70.0,173.0,41.0,39.5,35.5,388116.27,2254783.0,27620.66,1362.0,45340.33,22545.83,531804.17,10375.92,2782.5,1
sample_52,4795.66,1121914.44,255700.5,102896.92,149053.75,762740.41,209665.92,108164.58,20583.84,10647.5,310541.48,55073.94,55073.94,1239.5,304.0,9202.67,6.0,2320.5,355.5,425.0,126253.83,17707.48,35.0,651.0,66.0,841906.63,1715353.44,161843.0,30759.0,37587.0,311.67,173472.66,396.67,4584.67,63026.94,2803.5,739.0,19961.58,2976.0,3572.34,2026.33,1584.5,1559.5,5708.16,43305.0,9026.83,817.0,841.0,33107.08,5976.42,6669.75,5295.5,26424.5,69025.42,582.0,11627.67,1781.5,17067.67,2728.0,470.0,32879.75,12440.75,894669.0,2203.5,14335.0,567.5,4613600.5,1669291.0,20510.25,3216.33,223402.58,388943.08,87707.5,19866.0,11252.75,10.0,1322.5,1809.64,1283.0,904.32,22107.0,973.0,943.0,943.0,305358.33,7427.5,74700.75,38196.83,84763.5,490.0,1367.92,4137.5,2301.0,23525.34,11529.33,5455.5,210.0,15242.17,37211.83,38490.61,48042.0,1928.5,556982.32,948.0,603475.5,15707.58,200652.92,1754.0,537120.25,364750.04,681356.77,5777.5,46534.5,190127.33,106576.08,2819.17,210166.16,2295.58,343197.58,37259.5,67689.08,400.0,15225.08,1092.58,9499.5,1709.0,4169.5,6636.25,1739.66,7818.17,1317.5,241943.58,904.0,1943.5,13607.33,244213.83,39560.83,13039.52,20032.5,20455.25,152.33,2521.0,1937.0,2129.24,13718.75,1431.0,17750.0,9641.5,640.5,1092.58,4262.33,3447.83,11711.5,354.0,9.0,42.0,15981.0,517.25,564.0,340.42,5608.0,351.5,517.0,516.0,190.0,8389.5,1791.5,485.0,616.67,4736.25,937.5,1116.0,2858.5,258.0,4724.5,30.0,2822.67,5103.75,2161.33,4064.08,1243.5,4361.0,64473.92,3174.17,2396.0,5352.83,94.5,210.5,46.0,64.0,38.5,330465.61,2139539.69,24152.16,1398.5,38844.83,22286.58,475262.17,9194.08,3166.5,1
sample_53,3302.5,1079424.0,213230.5,89192.83,115210.42,648179.23,164756.08,91458.0,10463.84,8147.0,234800.32,44678.82,44678.82,973.0,272.0,7831.02,6.0,1533.0,262.5,333.0,105737.15,14713.28,25.0,371.0,33.0,589211.98,1272563.3,140846.75,25237.33,28858.5,237.83,108638.0,238.33,2642.08,40076.64,1844.92,466.5,18000.75,2009.0,1795.0,1721.5,1165.0,1772.0,4833.5,26670.0,6046.83,779.0,762.5,23301.5,3350.83,5742.0,4527.33,22783.5,52379.83,351.0,8492.0,1326.5,16617.33,2308.84,458.0,23941.5,10162.42,730857.84,1903.0,12353.16,576.0,3641631.42,1566745.08,14456.75,1915.0,183108.5,299411.83,68632.92,15723.0,8696.25,32.0,851.5,1382.98,814.66,691.49,17764.5,960.83,998.83,998.83,200348.83,5408.0,58517.75,34851.58,44760.42,298.5,794.0,2690.5,1427.5,12400.66,7797.5,4021.08,119.0,12470.33,29427.25,29024.12,31085.5,1256.33,430519.98,713.67,486631.08,11359.58,177761.75,1190.0,429493.0,278265.41,542308.46,4685.0,38372.67,165192.0,84968.25,2055.67,153877.34,1763.5,297706.5,27485.33,51082.08,387.0,15500.5,772.17,6827.0,2528.5,3233.0,4371.17,1096.5,5391.17,913.25,154757.83,545.33,2640.0,11301.58,172535.83,24998.0,13670.36,15007.08,15001.92,88.0,1901.5,1256.0,1463.58,10223.25,925.5,12375.33,6119.83,516.0,772.17,2478.0,2806.67,7849.0,1263.0,8.0,31.5,13016.0,506.5,622.33,238.0,3780.5,221.5,506.42,505.42,171.0,5132.67,1381.0,309.0,475.17,3194.0,1203.5,697.0,2198.0,160.0,4245.0,64.0,1981.0,4338.5,1643.5,3345.5,909.0,3943.0,67712.72,2159.92,1753.0,4783.08,16.0,51.0,15.0,14.0,8.0,275086.18,1799754.09,18400.5,978.5,25848.5,18084.0,393235.0,7865.17,1949.0,1
sample_54,2944.66,1176624.79,251850.91,100762.75,118451.92,659717.07,173719.42,96432.58,8977.34,8580.83,208431.66,48367.64,48367.64,1362.66,364.0,7933.43,10.0,2273.5,178.25,283.0,139092.14,13614.54,41.0,710.0,13.0,549722.31,1048810.14,100565.0,16485.25,28900.0,316.5,119362.5,209.33,2741.83,44177.3,2518.33,406.0,15079.75,3431.0,1530.34,2064.58,1290.25,2014.5,5081.16,28981.67,6430.0,771.0,425.5,39185.83,4608.17,4056.5,4546.67,23777.5,59391.58,441.0,7834.17,1595.0,16009.33,1617.0,341.0,21473.33,7805.83,626003.5,2058.25,17636.34,701.5,4196479.25,1932344.67,13652.58,2733.33,228224.42,239429.08,69539.92,15551.34,7663.0,6.0,1023.5,2159.46,953.34,1078.98,16507.84,704.5,630.58,630.58,225101.92,6766.0,69949.0,17730.0,49128.83,423.0,990.67,3891.83,2444.0,15745.0,8788.5,2510.75,172.0,9933.08,24080.08,26442.74,39989.33,1020.33,441853.16,653.5,431605.0,8478.25,126934.25,973.5,372094.42,258907.76,500966.13,4064.83,27715.5,148376.58,76954.5,1960.58,132932.0,1626.83,293087.33,24221.67,66057.08,328.0,14879.33,1180.75,6878.0,1633.0,3575.33,4535.67,1147.5,6863.33,857.5,131464.0,580.0,3179.33,14021.08,201479.33,17037.67,9085.05,13179.0,13503.33,582.0,1583.0,1180.0,4026.82,8786.0,1182.5,11483.83,5064.0,373.0,1180.75,1142.25,3227.0,7601.5,297.0,9.0,33.5,13423.17,329.0,476.0,547.42,3127.0,255.0,400.34,398.34,122.0,4564.5,1604.33,365.0,597.5,2181.67,1202.0,558.0,993.0,163.0,4274.0,53.0,1838.5,4546.5,2047.0,3626.08,983.5,3515.0,44984.85,2134.33,2908.83,4673.67,47.0,106.0,9.0,27.0,19.0,215642.74,1516498.48,23417.34,1642.5,28304.0,13165.58,490121.75,9590.42,1873.0,1
sample_55,2842.5,1522291.84,289016.58,128788.17,148693.83,846948.91,203219.08,131383.58,14465.66,12767.5,286104.5,67213.9,67213.9,1779.16,320.33,10008.25,17.0,2584.5,328.0,534.0,190529.09,19145.7,29.0,402.0,26.0,707988.06,1497689.62,142880.25,28578.58,37519.83,322.5,107928.84,327.58,3207.58,44902.12,2247.08,480.0,14031.25,4222.5,2963.34,2667.33,1754.0,2033.0,8751.16,27658.58,7277.33,1515.0,749.75,40332.25,3295.08,6099.67,5641.5,30143.0,68387.83,366.0,13197.5,1491.5,16827.33,2305.34,817.0,27415.17,10708.0,838092.0,1468.0,17874.84,820.0,4077977.83,2173912.08,14528.92,2520.5,170464.33,252035.83,63774.58,15964.34,11245.83,12.0,1044.0,2089.96,829.66,1044.48,20359.84,1546.0,1604.5,1604.5,234060.0,6302.5,84169.0,27475.75,63210.92,425.0,815.5,4156.08,2243.0,12096.34,10480.0,3728.25,102.0,13859.5,30669.17,29678.12,36602.33,1231.83,612820.66,697.0,560862.42,9363.0,140932.5,1573.0,484254.5,256952.19,574186.8,4648.0,30244.5,180859.33,79440.92,2153.83,134380.5,2057.0,425972.67,24161.5,64577.5,362.0,19502.33,1252.25,10522.0,1816.0,3089.0,5983.42,1660.16,5873.42,1452.0,178246.67,671.67,3383.0,13944.42,227538.33,24604.5,10356.39,13207.0,18621.0,618.5,2956.0,1690.0,2160.74,14743.5,1644.0,16814.08,7043.0,793.0,1252.25,1173.75,2807.33,10632.42,699.0,7.0,36.0,18257.5,274.5,673.0,783.75,5211.5,460.5,636.84,637.84,183.0,6077.33,2889.33,487.5,755.25,3028.0,1271.67,772.83,1237.5,257.0,4193.33,49.0,2130.83,5269.0,1879.5,4561.5,1049.0,5371.0,51396.27,3397.92,2144.67,6535.25,21.0,28.0,12.0,5.0,4.0,343827.32,2314677.83,25982.16,1729.5,23583.0,19514.58,543587.5,13516.42,1867.0,1
