,hsa-miR-585-5p,hsa-miR-448,hsa-miR-10a-5p,hsa-miR-148b-5p,hsa-miR-17-5p,hsa-miR-6513-3p,hsa-miR-6861-3p,hsa-let-7c-5p,hsa-miR-888-5p,hsa-miR-1271-5p,hsa-miR-92a-3p,hsa-miR-98-5p,hsa-miR-484,hsa-miR-30b-5p,hsa-miR-425-3p,hsa-miR-4429,hsa-miR-615-3p,hsa-let-7a-5p,hsa-miR-193b-5p,hsa-miR-455-3p,hsa-miR-5680,hsa-miR-1249,hsa-miR-30a-5p,hsa-miR-106a-5p,hsa-miR-324-5p,hsa-miR-431-3p,hsa-miR-196a-5p,hsa-miR-6887-3p,hsa-miR-6810-3p,hsa-miR-29a-3p,hsa-miR-182-5p,hsa-miR-7113-3p,hsa-miR-3663-5p,hsa-miR-671-3p,hsa-miR-616-3p,hsa-miR-211-3p,hsa-miR-579-5p,hsa-miR-146b-3p,hsa-miR-31-3p,hsa-miR-1180-3p,hsa-miR-1269b,hsa-miR-6895-3p,hsa-miR-770-5p,hsa-miR-222-3p,hsa-miR-4646-3p,hsa-miR-148b-3p,hsa-miR-4428,hsa-miR-660-5p,hsa-miR-3150a-5p,hsa-miR-3167,hsa-miR-7157-5p,hsa-miR-3591-3p,hsa-miR-501-5p,hsa-miR-6864-5p,hsa-miR-3612,hsa-miR-449c-5p,hsa-miR-27a-3p,hsa-miR-148a-3p,hsa-miR-6830-3p,hsa-miR-4798-5p,hsa-miR-203b-5p,hsa-miR-6759-5p,hsa-miR-515-3p,hsa-miR-6884-5p,hsa-miR-30e-5p,hsa-miR-337-5p,hsa-miR-488-5p,hsa-miR-146b-5p,hsa-miR-125b-2-3p,hsa-miR-4536-3p,hsa-miR-27b-3p,hsa-miR-1248,hsa-miR-6852-3p,hsa-miR-101-5p,hsa-miR-455-5p,hsa-miR-1185-1-3p,hsa-miR-4667-3p,hsa-miR-1297,hsa-miR-548m,hsa-miR-4286,hsa-miR-576-5p,hsa-miR-873-5p,hsa-miR-3667-5p,hsa-miR-210-3p,hsa-miR-4659a-5p,hsa-miR-4476,hsa-miR-1291,hsa-miR-34c-3p,hsa-miR-370-5p,hsa-miR-423-3p,hsa-let-7d-3p,hsa-miR-3182,hsa-miR-345-3p,hsa-miR-504-5p,hsa-miR-3681-5p,hsa-miR-26a-2-3p,hsa-miR-6515-3p,hsa-miR-339-3p,hsa-miR-6818-5p,hsa-miR-4714-3p,hsa-miR-7845-5p,hsa-miR-6881-3p,hsa-miR-653-3p,hsa-miR-152-3p,hsa-miR-3168,hsa-miR-92a-1-5p,hsa-miR-4999-5p,hsa-miR-3684,hsa-miR-377-3p,hsa-miR-1910-5p,hsa-miR-6846-3p,hsa-miR-4444,hsa-miR-10b-5p,hsa-miR-155-5p,hsa-miR-520a-5p,hsa-miR-202-5p,hsa-miR-487a-3p,hsa-miR-6826-3p,hsa-miR-365a-5p,hsa-miR-652-5p,hsa-miR-518b,hsa-miR-3130-3p,hsa-miR-320b,hsa-miR-5010-3p,hsa-miR-6866-5p,hsa-miR-1197,hsa-miR-7-1-3p,hsa-miR-452-3p,hsa-miR-92b-3p,hsa-miR-629-3p,hsa-miR-1185-2-3p,hsa-miR-194-5p,hsa-miR-5001-3p,hsa-miR-362-3p,hsa-miR-3202,hsa-miR-4787-3p,hsa-miR-214-5p,hsa-miR-485-3p,hsa-miR-6838-5p,hsa-miR-2681-3p,hsa-miR-6729-5p,hsa-miR-4635,hsa-let-7a-3p,hsa-miR-548l,hsa-miR-24-1-5p,hsa-miR-3925-3p,hsa-miR-191-3p,hsa-miR-326,hsa-miR-3613-5p,hsa-miR-6862-3p,hsa-miR-3911,hsa-miR-5699-5p,hsa-miR-4639-3p,hsa-miR-199a-3p,hsa-miR-149-3p,hsa-miR-3140-3p,hsa-miR-483-3p,hsa-miR-642b-5p,hsa-miR-514a-5p,hsa-miR-6812-3p,hsa-miR-193a-3p,hsa-miR-520b,hsa-miR-6792-3p,hsa-miR-3934-3p,hsa-miR-520c-3p,hsa-miR-578,hsa-miR-664b-3p,hsa-miR-4677-5p,hsa-miR-3656,hsa-miR-3192-5p,hsa-miR-135b-5p,hsa-miR-26a-1-3p,hsa-miR-6739-3p,hsa-miR-6747-3p,hsa-miR-5001-5p,hsa-miR-23c,hsa-miR-3664-3p,hsa-miR-1269a,hsa-miR-3912-3p,hsa-miR-3125,hsa-miR-502-3p,hsa-miR-548ap-3p,hsa-miR-585-3p,hsa-miR-194-3p,hsa-miR-4510,hsa-miR-4524a-3p,hsa-miR-486-3p,hsa-miR-3176,hsa-miR-196b-5p,hsa-miR-6844,hsa-miR-154-3p,hsa-miR-6794-3p,hsa-miR-1307-3p,hsa-miR-195-5p,hsa-miR-5695,hsa-miR-224-5p,hsa-miR-222-5p,hsa-miR-3622a-5p,hsa-miR-6891-5p,hsa-miR-7706,Disese Group
sample_52,9.0,36.0,6.0,582.0,2203.5,12.0,0.83,102896.92,94.5,311.67,24152.16,9194.08,340.42,106576.08,3447.83,7.0,69.0,1121914.44,183.0,517.25,6.0,66.0,190127.33,18.5,4169.5,320.0,10.0,48.5,6.0,537120.25,4613600.5,2.0,11.0,119.83,27.5,233.25,8.0,112.0,400.0,2320.5,1.0,21.0,84.0,795.5,13.5,69025.42,4.0,4361.0,3.0,3.0,4.0,130.12,49.0,4.0,6.0,0.0,15707.58,26424.5,3.0,27.0,943.0,0.0,2.0,3.0,67689.08,904.0,739.5,5295.5,163.83,109.74,200652.92,8.0,0.33,380.5,564.0,355.5,40.5,6.0,18.0,3.0,447.67,1771.42,1.0,38196.83,0.17,0.0,250.0,5.0,174.0,1092.58,1603.0,1.67,27.0,937.5,4.0,1928.5,15.0,1943.5,2.0,20.0,4.25,69.0,60.5,17067.67,1.5,15.0,126.0,5.0,72.0,94.0,1.0,6.5,10.0,470.0,2.0,2.0,190.0,22.5,4.0,12.0,28.0,7.76,180.34,97.5,23.0,129.0,5393.25,9.0,1398.5,36.83,91.5,19866.0,25.0,50.33,4.0,46.0,28.5,5608.0,1.0,52.5,0.0,1.0,4795.66,3.5,7.5,4.0,512.0,395.92,681.42,0.0,0.0,61.5,4.0,1809.64,4.0,9.0,3.33,222.87,0.99,12.0,2.0,1.0,1.0,1.0,1.0,11.0,67.25,5.0,0.0,36.0,2026.33,134.0,6.0,45.25,1.0,1.0,12.5,2.0,83.0,91.83,245.0,0.0,30.0,78.0,3.0,24.5,517.0,1.0,0.0,5.0,58.0,58.5,1113.0,11252.75,19.83,210.0,3.0,8.0,1.0,60.0,1
sample_53,9.0,40.0,6.0,351.0,1903.0,14.0,2.5,89192.83,16.0,237.83,18400.5,7865.17,238.0,84968.25,2806.67,6.0,18.0,1079424.0,131.0,506.5,11.0,33.0,165192.0,18.0,3233.0,234.5,32.0,17.5,3.0,429493.0,3641631.42,3.5,15.0,81.75,16.5,97.42,10.0,99.0,387.0,1533.0,0.0,21.0,84.0,841.5,4.5,52379.83,0.0,3943.0,2.0,1.0,4.0,150.0,35.0,6.0,2.0,0.0,11359.58,22783.5,0.0,34.0,998.83,1.0,2.0,1.0,51082.08,545.33,575.83,4527.33,173.5,78.5,177761.75,5.0,0.33,285.0,622.33,262.5,10.0,6.33,3.83,3.0,309.67,1146.83,0.0,34851.58,0.5,0.0,174.5,3.0,108.5,772.17,1275.0,0.33,16.0,1203.5,7.0,1256.33,7.0,2640.0,2.0,11.0,1.25,52.0,30.33,16617.33,2.0,15.0,223.5,5.0,56.0,80.0,0.0,6.66,35.0,458.0,3.0,0.0,171.0,3.5,1.0,11.0,20.0,1.5,89.0,74.0,23.33,81.5,3709.0,8.0,978.5,43.0,65.5,15723.0,14.0,43.0,6.66,22.0,26.5,3780.5,1.0,21.0,0.0,2.0,3302.5,11.5,5.5,2.0,475.5,287.0,458.25,0.0,0.0,52.0,2.0,1382.98,0.0,7.0,7.0,179.62,2.01,11.5,3.0,1.25,0.5,3.0,1.25,7.0,66.08,2.0,0.0,24.0,1721.5,86.5,4.0,41.0,3.0,2.0,3.0,7.0,94.0,68.5,197.67,0.0,64.0,48.33,0.0,12.0,506.42,1.0,1.0,6.0,49.0,38.0,818.0,8696.25,18.0,119.0,2.0,5.5,1.5,42.0,1
sample_54,15.0,47.0,10.0,441.0,2058.25,8.0,1.25,100762.75,47.0,316.5,23417.34,9590.42,547.42,76954.5,3227.0,2.83,33.5,1176624.79,133.0,329.0,10.0,13.0,148376.58,17.5,3575.33,212.5,6.0,12.0,1.33,372094.42,4196479.25,1.0,1.0,97.0,17.33,111.67,6.0,79.33,328.0,2273.5,0.0,19.0,87.0,557.75,12.33,59391.58,3.0,3515.0,2.0,3.0,0.0,113.5,32.0,4.0,5.0,0.0,8478.25,23777.5,5.0,17.0,630.58,0.0,0.0,3.0,66057.08,580.0,454.83,4546.67,194.0,84.16,126934.25,6.0,0.58,339.0,476.0,178.25,12.5,4.75,15.0,1.92,333.5,873.67,0.0,17730.0,0.25,0.0,181.25,2.0,78.0,1180.75,1165.0,1.0,24.0,1202.0,0.0,1020.33,22.0,3179.33,3.0,13.0,3.0,58.0,19.0,16009.33,0.0,20.0,97.5,5.0,72.0,91.0,0.0,4.34,32.0,341.0,1.0,4.0,122.0,0.0,3.0,16.0,9.0,1.5,183.0,73.83,20.0,50.0,4480.33,9.0,1642.5,33.5,60.0,15551.34,25.0,38.5,2.0,33.0,14.0,3127.0,4.0,38.0,0.0,6.0,2944.66,1.0,7.5,2.0,418.0,274.58,392.67,1.66,0.0,33.0,0.0,2159.46,1.0,15.5,2.0,186.25,3.0,9.0,8.0,0.58,1.0,0.0,0.58,9.0,71.0,6.5,0.0,28.0,2064.58,74.0,6.0,33.5,1.0,0.0,6.0,7.0,62.5,58.5,192.5,0.0,53.0,50.33,1.0,12.0,400.34,0.0,1.0,2.0,35.0,42.0,1203.0,7663.0,10.33,172.0,1.0,5.5,1.0,52.0,1
sample_55,15.0,38.0,17.0,366.0,1468.0,12.0,1.0,128788.17,21.0,322.5,25982.16,13516.42,783.75,79440.92,2807.33,6.33,16.0,1522291.84,128.0,274.5,13.0,26.0,180859.33,7.5,3089.0,304.5,12.0,34.0,1.0,484254.5,4077977.83,1.0,7.0,129.5,17.5,137.75,17.0,105.0,362.0,2584.5,0.5,19.0,96.0,970.75,8.0,68387.83,1.0,5371.0,4.0,6.0,2.0,122.25,40.0,5.0,4.0,0.0,9363.0,30143.0,3.0,44.0,1604.5,2.0,1.0,7.0,64577.5,671.67,762.5,5641.5,337.33,110.58,140932.5,12.0,0.5,377.0,673.0,328.0,11.0,8.33,11.33,3.75,425.08,1280.0,0.0,27475.75,1.0,0.0,245.25,7.0,110.0,1252.25,1298.0,1.0,29.0,1271.67,5.0,1231.83,17.5,3383.0,3.0,7.0,2.58,65.0,23.0,16827.33,0.33,19.0,147.5,4.0,128.25,56.0,0.0,5.66,23.0,817.0,2.0,4.0,183.0,2.0,5.0,23.0,17.0,7.5,210.0,94.33,34.5,113.0,4074.92,7.0,1729.5,45.0,93.0,15964.34,18.0,50.5,10.66,27.0,20.75,5211.5,3.0,42.0,0.0,5.0,2842.5,13.5,6.5,1.0,431.5,385.08,546.0,0.0,0.0,40.5,3.0,2089.96,3.0,5.0,2.0,185.67,6.0,11.0,0.0,1.0,1.0,0.0,1.0,10.0,62.08,10.0,0.0,16.0,2667.33,76.0,9.0,50.0,3.0,2.5,5.5,11.0,92.0,9.0,270.92,0.0,49.0,68.5,0.0,9.0,636.84,4.0,2.0,9.0,71.0,42.5,1063.5,11245.83,11.67,102.0,1.0,5.5,0.0,63.5,1
sample_56,4.0,18.0,140.0,270.0,981.5,8.0,1.5,103765.5,17.0,214.33,17262.66,10842.08,903.67,25385.33,1771.5,10.5,21.0,1310055.5,146.0,213.0,8.0,10.0,75675.5,8.5,2287.0,259.0,14.0,7.0,3.0,217018.75,2663096.08,3.0,4.0,103.5,9.5,148.33,6.0,89.5,137.0,2652.5,0.0,24.0,113.0,389.5,8.5,37450.0,0.0,2452.0,3.5,2.0,1.0,94.0,20.0,5.0,7.0,0.0,4227.67,24104.5,1.0,21.0,396.0,1.0,1.0,1.0,22715.33,278.0,300.5,3021.83,219.0,49.76,100119.75,5.0,0.25,129.5,367.0,127.0,9.5,5.0,4.5,1.75,290.0,459.67,0.0,12481.5,0.0,1.0,231.25,6.0,92.0,1183.0,1044.0,0.67,16.0,1743.5,3.0,474.83,6.0,2573.0,2.0,7.0,3.0,54.5,8.0,9245.33,0.0,18.0,58.0,1.0,29.0,66.0,0.0,3.5,42.0,688.0,0.0,1.0,93.0,1.0,7.0,4.0,12.0,2.5,189.66,78.5,21.0,45.5,2213.17,1.5,1358.5,22.5,30.5,6205.34,16.0,16.0,3.0,19.0,7.5,2676.0,4.0,22.0,0.0,1.0,766.34,6.0,5.75,1.0,298.0,221.75,152.75,0.0,1.0,24.0,2.0,1828.98,1.0,3.0,7.83,268.67,0.99,0.0,2.0,1.67,2.0,0.0,1.67,2.0,45.0,10.0,0.25,6.0,1799.0,37.0,3.0,51.0,0.0,1.0,3.0,7.0,27.0,1.0,188.0,0.0,60.0,46.0,2.0,4.25,513.0,6.0,1.0,1.0,28.0,32.0,1056.0,4774.25,8.33,84.0,1.0,0.5,0.0,56.0,1
sample_57,4.0,76.0,6.0,442.5,2135.83,10.0,0.0,92659.0,24.0,273.0,22627.34,10059.75,372.0,88113.58,3712.5,11.5,17.0,1104968.79,160.0,328.5,11.0,18.0,162705.5,18.83,4539.42,356.5,8.0,24.0,1.5,452959.25,4112929.0,1.0,0.0,138.0,21.25,159.25,9.0,89.0,235.0,2762.5,0.0,31.0,108.0,848.25,2.5,56680.5,1.0,4565.5,5.0,4.0,4.0,106.75,38.0,6.0,1.0,0.0,10596.33,26526.33,2.0,35.5,510.75,1.0,1.0,3.0,55572.83,702.0,572.17,3822.58,184.5,77.0,165456.33,5.0,0.25,319.92,440.0,215.5,17.0,6.17,14.08,6.5,372.25,1266.33,0.0,43493.25,0.5,0.0,240.0,1.0,153.5,1170.62,1449.0,0.67,31.0,1144.83,5.0,1835.67,17.0,3408.5,2.0,11.0,2.25,65.5,14.0,15250.92,0.0,18.0,131.0,2.0,63.0,89.0,0.0,6.66,9.0,649.0,3.0,1.0,172.5,2.0,6.0,27.0,25.0,7.0,161.0,87.5,19.0,89.0,5003.33,13.0,1158.5,44.5,68.5,18403.0,21.0,45.0,6.0,33.5,26.25,4129.0,2.0,50.0,0.0,4.0,4343.5,2.0,6.92,2.0,586.0,307.58,476.08,0.0,0.0,66.5,6.0,1999.46,2.0,10.0,1.0,221.75,6.99,7.0,1.0,0.67,2.5,1.0,0.67,13.0,57.5,7.5,0.0,27.0,2683.0,122.5,9.0,41.5,1.0,11.5,13.0,9.0,96.0,5.0,240.92,0.0,19.0,92.0,0.0,15.75,596.58,2.0,2.0,2.5,44.0,41.5,1248.5,6862.58,21.83,226.0,0.0,7.0,0.0,65.0,1
sample_58,8.0,30.0,23.0,232.5,1142.0,5.0,3.33,144728.08,26.0,406.67,63088.34,15804.83,4515.25,30661.25,2042.0,34.5,5.0,1474627.31,99.5,235.0,4.0,40.0,118666.17,11.0,1410.0,109.0,35.16,16.0,1.0,205150.25,2458122.33,2.5,1.0,149.5,27.5,110.5,7.0,86.0,169.0,6771.33,1.33,19.0,67.0,1672.5,13.5,25072.83,0.0,2719.0,1.0,12.0,1.0,83.5,45.5,8.0,17.0,0.0,2675.5,15248.0,1.0,37.0,617.75,0.0,3.0,7.0,35945.5,339.0,229.83,5249.0,1103.5,66.0,60243.67,4.0,0.33,241.0,719.5,63.0,11.0,4.5,4.0,2.58,1078.08,395.33,1.0,8918.25,0.0,1.0,68.0,0.0,29.0,3994.37,540.0,0.0,19.0,1188.0,1.0,385.83,22.0,3586.0,2.0,6.0,1.25,116.5,1.25,5806.0,0.5,22.0,92.0,2.0,223.0,28.0,0.0,3.66,46.0,592.0,0.0,0.0,125.5,1.0,7.0,4.0,2.0,5.34,890.0,191.0,45.0,28.0,2069.33,7.0,7499.5,21.0,17.0,9722.34,16.0,31.5,5.0,20.0,17.25,2538.5,1.0,14.0,0.0,0.0,599.5,30.5,11.5,3.0,317.0,178.75,245.25,0.0,0.0,21.5,4.0,1584.64,0.0,7.0,14.83,353.21,3.0,6.0,1.0,1.0,1.25,0.0,1.0,4.0,89.5,6.0,0.0,13.0,3697.17,29.5,8.0,68.0,6.0,6.0,6.0,0.0,35.0,9.0,211.0,0.0,136.0,35.5,0.0,2.5,1220.58,4.0,2.0,2.0,72.0,37.5,1580.0,6829.5,3.33,44.0,1.0,7.0,0.0,73.0,1
sample_59,6.0,36.0,26.0,306.0,1453.0,13.0,3.0,162802.5,81.0,482.17,53882.34,17229.75,4133.25,62382.75,2750.83,23.5,5.5,1451569.61,107.0,392.0,3.0,27.0,253928.83,10.0,2098.5,192.0,22.0,13.0,5.0,354448.0,2946459.08,2.0,20.0,218.75,30.5,120.58,18.0,83.5,356.0,5179.0,0.83,19.0,133.0,1504.5,17.83,43954.0,0.0,6088.5,4.0,5.0,2.0,85.25,62.0,6.0,12.0,11.0,7830.17,17546.0,1.0,24.0,2023.0,0.0,0.0,4.0,67267.58,508.0,418.5,7174.42,1405.25,87.66,85920.17,14.0,1.08,437.25,1170.5,122.5,14.5,4.08,8.0,6.5,1079.83,777.17,1.0,16345.92,0.25,1.0,163.25,11.0,35.0,2499.08,422.0,2.67,19.0,625.92,4.0,703.17,27.0,5267.0,1.0,10.0,1.25,72.0,13.0,8442.83,0.33,17.0,1.0,4.0,406.5,36.0,0.0,6.66,39.0,1358.0,0.0,3.0,221.0,4.0,3.0,23.0,13.0,3.5,652.66,215.5,44.0,110.5,3158.83,11.0,5280.5,41.33,41.5,14049.5,32.0,67.0,4.0,29.0,16.5,3226.0,1.0,32.5,0.0,3.0,1430.66,11.5,19.17,1.0,298.0,390.33,433.5,1.0,1.0,39.5,2.0,2184.14,0.0,11.0,1.33,291.46,3.0,4.33,5.0,0.33,2.5,3.0,0.33,6.0,124.33,13.0,0.0,13.0,6200.0,59.0,12.0,70.0,7.0,2.5,3.0,0.0,82.0,5.0,362.92,0.0,102.0,32.5,0.0,9.75,1471.16,6.0,1.0,3.0,58.0,34.5,1443.0,13466.83,11.0,95.0,4.0,5.0,0.0,83.0,1
sample_60,17.5,34.0,16.0,455.5,2074.0,17.0,0.5,108961.92,98.0,270.5,23178.84,10151.83,347.5,97759.92,2973.83,9.5,67.0,1335679.22,146.0,498.0,10.0,15.0,159394.33,12.0,3797.5,266.0,14.0,4.0,3.0,484901.33,4683107.5,3.0,19.5,123.25,30.83,231.33,4.0,97.5,295.0,2076.0,1.5,16.0,90.0,760.5,5.5,60454.17,1.0,4498.5,3.5,3.0,2.0,156.12,27.0,10.0,3.0,0.0,12541.67,31738.0,1.0,39.0,740.5,1.0,2.0,3.0,54676.83,587.5,765.0,4205.92,189.0,115.0,201468.0,8.0,0.25,288.0,705.0,262.0,9.83,4.5,18.5,2.5,382.5,879.67,1.0,28179.0,0.0,2.0,269.58,6.0,123.0,1059.67,1401.0,1.0,23.0,914.67,6.0,1693.17,15.5,2588.5,2.0,12.0,2.0,64.5,49.0,18415.83,0.0,12.0,286.0,3.0,49.0,86.0,0.0,6.5,16.0,409.0,4.0,3.0,155.0,0.0,6.0,23.0,38.0,3.5,124.34,99.5,29.0,78.5,5309.0,14.0,1669.5,37.0,64.0,16166.34,24.0,41.5,5.0,25.0,26.0,2947.5,2.0,31.5,0.0,6.0,3847.5,4.0,3.5,1.5,589.0,247.17,566.83,1.0,0.0,38.0,1.0,2310.46,4.0,7.0,1.5,175.83,6.0,3.0,4.0,2.0,3.0,0.0,2.0,8.0,62.0,9.0,0.0,26.5,2689.33,105.5,7.0,37.0,3.0,2.0,12.0,1.0,94.5,121.0,259.83,0.0,63.5,81.5,1.0,17.5,497.0,4.0,6.0,6.0,46.0,43.0,997.0,10455.33,21.33,174.0,0.0,10.0,0.33,61.5,1
sample_61,12.5,12.0,24.0,394.0,2078.0,14.0,4.5,86326.17,97.0,336.5,13308.66,11833.5,356.17,75385.83,3536.5,11.0,11.0,985183.4,283.0,439.5,11.0,11.0,164362.33,14.5,4618.5,351.0,115.0,6.0,1.0,381181.75,2216432.25,0.0,23.0,62.5,24.33,178.83,8.0,79.33,260.5,1563.0,0.0,7.0,69.0,703.5,6.5,48971.33,0.0,4311.5,3.0,4.0,2.0,156.75,56.0,3.0,4.0,1.0,21309.92,28136.5,1.0,37.0,481.5,0.0,2.0,4.0,58831.25,1190.0,348.0,4048.0,186.5,52.34,223523.08,8.0,0.75,348.0,599.5,93.0,7.0,4.92,10.5,3.08,424.92,969.67,1.0,34701.08,2.0,0.0,89.0,8.0,193.0,937.25,1249.0,1.0,35.0,611.0,2.0,1483.5,7.0,2525.33,3.0,13.0,3.0,24.0,20.25,17391.5,0.0,11.0,2.0,2.0,81.0,52.0,2.0,10.5,36.0,657.0,0.0,4.0,113.5,3.0,4.0,42.5,11.0,3.5,347.34,38.5,23.0,160.0,4974.08,12.0,1096.0,41.0,25.0,15687.66,6.0,62.0,5.0,25.0,17.75,2130.0,1.0,66.0,2.0,1.0,3678.34,4.0,9.5,3.0,403.0,484.33,441.0,0.0,0.0,69.0,4.0,1916.64,1.0,4.0,0.33,154.37,0.99,10.0,1.5,0.67,1.0,5.0,0.67,10.0,56.0,2.0,0.0,14.0,3795.33,109.0,7.0,24.0,1.0,3.5,14.5,1.0,67.0,39.0,270.58,0.0,142.5,73.25,0.0,19.75,452.34,2.0,3.0,6.0,34.0,26.0,896.0,8490.83,13.0,162.0,0.0,5.5,1.83,103.0,1
sample_62,21.0,37.0,379.0,742.5,2859.0,14.0,4.5,227063.58,68.0,912.17,89474.66,23724.58,5341.5,129320.67,4998.0,23.5,7.33,2234116.69,145.0,538.5,11.0,18.0,331415.67,23.5,4528.5,373.5,39.5,20.5,2.0,664805.5,5451954.58,5.0,9.0,217.0,42.33,163.58,18.0,130.0,516.25,8415.58,0.0,54.0,130.5,2333.5,5.0,91837.5,6.0,9691.5,4.5,18.0,3.0,164.5,154.0,11.0,14.0,0.0,14454.58,46741.25,2.0,64.0,826.58,0.0,2.0,3.0,109321.5,1173.83,989.33,8822.42,1507.0,149.58,218632.0,11.0,1.67,730.75,1401.0,267.0,16.0,8.58,21.0,4.33,1787.83,1147.83,0.0,29600.25,2.0,0.0,250.0,12.0,133.0,4634.37,954.0,2.0,50.0,1231.5,3.0,1819.83,31.0,6653.0,5.0,24.0,2.0,150.0,28.5,23038.83,0.0,61.0,332.17,8.0,429.83,72.33,2.0,5.66,104.0,2120.5,2.0,10.0,348.0,4.0,4.0,48.0,19.0,7.5,978.5,264.75,71.0,177.0,6896.17,8.0,6726.5,54.0,72.0,27759.0,45.33,207.0,5.34,25.5,39.38,3627.0,3.0,55.0,0.0,3.0,4339.0,25.5,25.5,3.0,620.0,512.08,778.92,2.0,0.0,79.33,6.0,3839.78,2.0,12.0,5.5,522.67,6.0,6.0,6.0,0.67,0.0,0.0,0.67,13.0,170.92,17.0,0.0,20.0,7401.67,155.0,14.0,97.5,6.0,6.5,17.5,3.0,154.0,169.33,553.58,0.0,213.0,94.5,3.0,16.25,1488.0,18.0,10.0,8.0,153.0,58.0,2391.0,15443.75,15.0,98.0,3.0,9.5,0.0,159.0,1
sample_63,12.0,30.0,65.0,517.5,2107.75,17.0,2.5,161597.08,87.5,476.0,19473.66,27793.67,1577.67,70973.58,4440.0,12.33,4.5,1790417.32,439.0,503.5,25.0,43.0,231574.5,15.75,5642.75,999.5,274.0,2.0,4.0,588871.17,3135380.58,5.5,11.0,215.33,15.25,313.58,12.0,87.0,345.0,2002.0,1.0,35.0,200.0,1082.0,9.75,81968.42,2.0,8338.0,3.0,7.0,6.0,535.0,55.0,9.0,7.0,0.0,18734.42,50491.5,2.0,38.0,893.17,0.0,4.0,7.0,70464.0,1007.5,686.5,5119.75,521.5,69.0,288735.58,20.0,2.5,336.25,1198.5,468.0,14.0,7.58,10.5,5.0,359.08,2321.67,0.0,47648.08,0.0,0.0,285.5,15.0,413.5,1815.33,1982.0,2.67,19.0,1650.83,6.0,1381.83,11.0,5056.0,4.0,10.0,2.25,45.0,53.33,25413.83,0.33,10.0,279.0,4.0,116.0,39.0,2.0,6.0,84.0,1012.0,1.0,3.0,355.0,3.0,16.0,16.75,35.0,4.5,373.66,110.0,37.5,522.0,4708.83,8.0,1804.5,62.5,102.0,16203.84,34.0,72.0,10.0,54.5,12.0,6382.33,2.0,62.0,0.0,2.0,2683.5,15.5,14.5,4.0,587.0,1194.0,473.92,1.0,0.0,70.0,7.0,3346.44,8.0,2.0,46.5,50.08,5.01,10.0,3.0,1.33,3.0,1.0,1.33,4.0,93.83,8.5,0.0,22.0,4467.25,130.0,16.0,64.5,4.0,5.0,11.0,10.0,89.0,84.5,446.08,0.0,144.0,71.5,0.0,14.0,1177.24,4.0,17.0,9.5,96.0,55.0,1920.0,9849.5,22.17,99.0,7.0,5.5,1.0,171.0,1
sample_64,13.0,19.0,39.0,286.0,1846.33,14.0,0.5,90085.92,52.0,238.0,13901.0,9591.58,385.42,76869.33,2436.33,6.83,2.0,968845.91,120.0,381.0,11.0,12.0,119224.5,8.83,2542.5,288.0,74.5,2.0,4.0,302143.42,2504121.5,1.0,18.0,64.0,10.0,177.25,10.0,73.5,195.0,1137.5,0.33,15.0,86.0,622.25,4.0,37280.5,1.0,4075.25,1.5,4.0,4.0,110.0,28.0,8.0,2.0,0.0,11604.0,17751.0,0.0,17.0,396.33,0.0,2.0,2.0,40563.83,484.0,405.0,4269.42,185.83,48.5,154011.33,24.0,1.0,316.0,492.0,144.5,11.0,12.08,7.0,5.33,251.17,1153.25,0.0,38843.83,0.0,1.0,152.25,7.0,112.0,737.29,915.0,9.67,27.0,594.17,5.0,869.0,9.0,2387.0,1.0,7.0,1.33,41.5,45.5,11939.83,0.5,9.0,156.83,0.0,70.0,40.0,0.0,7.5,72.0,547.0,2.0,1.0,159.0,2.0,4.0,8.0,14.0,4.5,184.0,65.33,15.0,113.0,2808.5,7.0,956.0,49.17,37.5,10331.0,16.0,27.5,2.5,22.0,8.5,2673.5,1.0,29.5,1.0,8.0,1983.84,2.0,9.67,1.0,314.0,366.42,350.08,0.0,1.0,30.0,1.0,2142.64,0.0,5.0,14.33,111.0,0.99,4.0,1.0,0.67,0.0,5.0,0.67,6.0,47.0,3.0,0.25,13.0,1668.33,98.5,2.0,26.0,4.0,1.0,7.0,3.0,62.0,47.0,191.25,0.0,63.0,49.0,0.0,18.75,1205.34,1.0,20.0,8.0,32.0,32.0,803.0,7839.0,16.83,112.0,2.0,2.0,0.0,150.0,1
