,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,MEX3D,AC022973.2,SLC12A4,AC012618.2,NOTCH2,AC055811.4,BAIAP2L1,RIPOR1,TIGD7,IGSF3,RNA5SP493,AL732372.2,ZNF830,RNU1-134P,NDUFB4P6,HCLS1,BIN2,PPP1R26P1,CLEC4E,RPS2P7,HERC2,NSMCE3,AHSA1,AL161725.1,GMEB2,Y_RNA.322,AP000560.1,EBNA1BP2,RPL21P44,AC096921.1,Diagnosis
RNA7_FPKM,0.140242414,13.87603416,5.848341058,20.97477412,0.327467855,7.315783257,0.38858377,1.325688105,2.8509119,0.869537033,2.762845723,14.34905483,6.618087947,4.347938877,4.70895456,0.799133641,11.18910676,1.620646171,12.03480558,2.592849894,4.095874658,30.17681886,0.800816143,2.588524515,1.200165661,3.860231122,0.23141645,3.754637355,3.263743263,0.10941667,0.392932909,2.941510384,3.928296062,1.961662769,0.133469357,1.189888468,77.37290768,2.94240882,2.413498878,21.50191304,23.58656176,0.0,6.723983689,0.823789798,7.859953526,1.551223691,26.86147031,3.105289322,0.463878793,24.36298864,6.19765469,17.41704093,9.035116159,0.567160821,0.92710607,7.595271227,3.448751891,1.890758375,1.057394937,0.395853969,0.550061915,0.0,30.78611753,10.76802893,0.802830319,0.513237829,0.347806243,1.435031862,1.99685305,1.069054633,18.57733053,1.270140494,0.293110296,5.284204548,0.670645974,0.0,0.906418271,4.521806203,5.084214,0.49990341,0.0,87.54917046,67.32427759,0.251211565,74.3404264,1.118769996,1.360210724,6.281428767,4.351425556,1.013232104,4.893411097,4.381024098,0.0,1.812700419,1.048846871,0.0,0
RNA72_FPKM,0.1730966,20.62081994,2.969837874,24.36696775,0.909331,6.754939232,1.079144116,1.954400176,3.048065218,1.102237254,2.684276916,21.35454896,5.478508019,2.912125839,5.033130586,1.183633346,14.94997327,2.087278275,11.22837586,4.031556572,5.519446613,45.63646791,1.48318066,2.43579284,1.327024351,0.893377825,0.336611542,3.788456169,3.888007492,0.219460718,0.472284699,2.533842729,4.873264993,2.95081729,0.0,0.90012909,60.61226922,2.915586389,2.949955523,31.46621879,26.29182138,0.0,9.225594616,1.28969015,7.047514432,2.098702591,30.84447181,3.098539218,0.966148703,40.53979515,6.246402613,17.26368043,11.89935942,0.262351787,0.536347733,7.947661005,3.849500289,2.097153625,1.262998935,0.039260655,1.273019584,0.073836447,44.05466329,12.10700604,1.662360082,0.237585705,1.333824751,0.398455614,2.630921133,2.788904148,18.13734675,1.349931369,0.257771375,6.93019737,0.869141551,0.0,0.0,4.035826312,5.705547363,1.388557442,0.0,88.91539661,89.55248786,0.211413795,28.19601804,5.092030809,1.117900261,6.841722344,6.3990606,1.399224988,7.079559337,1.351925735,0.078868151,2.914434811,2.427367852,0.203584986,0
RNA74_FPKM,0.181940667,7.402918281,0.953821257,28.37430417,0.707887049,12.35656549,1.792500397,0.815326172,2.702752136,1.761523295,2.486373342,22.94756006,10.83189879,0.174365596,8.991996303,0.449262004,18.82852728,1.462591409,16.4197945,4.560873334,6.776322982,60.8394336,0.0,4.403471056,1.672330668,0.0,0.514623842,3.494068987,5.587033606,0.173492873,0.229522381,2.932687963,4.398986798,0.318122904,0.346434813,0.973779869,29.27839778,3.082445423,4.24227705,39.67567232,21.33163155,0.0,12.90898693,1.11745625,8.733552556,6.295120071,14.49666174,3.718089438,0.60176225,61.6090262,5.991352055,20.97074132,15.78545235,0.0,0.400893109,6.832477252,5.647366859,2.401322777,0.383516345,0.362741764,0.713655716,0.068998326,44.04736969,15.36138653,2.521565436,0.0,1.718882517,0.124068137,1.849673486,1.008607398,8.218395476,1.830839433,0.633773822,5.219861783,0.899035688,0.006282069,0.0,0.363055982,8.081993443,0.0,0.0,58.5914259,65.54659837,0.098747598,1.855159477,5.805744203,2.602695744,13.40440162,9.337110957,0.294499896,7.966942103,0.631320168,0.073700328,3.772035152,0.302452406,0.0,0
RNA75_FPKM,0.258090781,6.79278393,0.474440407,26.75815737,0.387296272,10.1670341,0.510829955,2.637130771,2.561341234,2.23037919,2.875919073,22.49419487,4.182357256,1.674087677,9.929282182,0.53575186,16.58498921,1.111464485,17.72996203,4.56919063,5.19016859,48.47810883,0.0,4.007164769,0.9991589,0.634305422,0.208572116,3.529803811,3.73508451,0.194171195,0.369937166,2.577702418,3.786697255,0.483504727,0.31585327,0.444004145,47.44679339,4.216414396,3.81316512,30.76267677,18.70414066,0.206558012,9.556154306,0.572204935,8.005971671,2.117460959,20.29636426,2.716287703,0.41156836,44.14375544,6.030341898,20.68109883,13.02218625,0.0,0.731174161,6.128511694,4.338255617,2.256976734,0.59183814,0.3939739,0.506144699,0.031447933,48.17440227,17.95799968,2.349449511,0.0,2.011588688,0.0,2.662111963,1.226374564,8.168944393,1.669582957,0.462353432,5.089236941,0.952075395,0.011459277,0.715008502,1.144238826,7.840523536,0.0,0.177775338,78.34934125,75.49939079,0.126080883,10.56947978,2.058893689,1.830650265,11.73905047,9.578999886,0.21615698,6.429656655,0.575803307,0.403164125,4.224485932,1.102957632,0.34701746,0
RNA78_FPKM,0.136356491,7.960053488,2.111917651,17.1587976,0.954977079,5.37518721,0.503724174,1.479820425,2.351591705,1.058638754,2.710323987,24.09297765,5.138060309,1.852867268,4.774847966,0.893484592,11.18390611,1.19885675,9.378933156,2.015364811,3.230786175,36.49521718,1.557632517,2.267057253,3.370876561,4.222179166,0.224982567,2.854591923,2.03954506,0.044327587,0.528030092,3.468855389,3.56805199,1.430426192,0.25960542,0.211464915,84.23864151,3.666526646,1.328910692,34.5803552,23.23914886,0.0,5.443402318,0.44401581,5.191547577,1.044096366,40.81169113,2.438771289,0.33823503,17.29013413,4.628322549,18.16043085,7.231906908,0.551326973,0.22533167,6.562228005,2.032488681,1.689199698,1.160695539,0.146612503,0.445689265,0.0,50.88381931,18.6386461,0.934586423,0.374314447,0.869509413,0.418581199,2.062737629,1.700807155,19.18883069,0.182937456,0.227983859,6.523270947,0.65202713,0.007066576,0.881846597,2.828197818,5.025875743,0.486351759,0.438350135,143.8961769,89.94029286,0.177620979,55.4334608,0.725135138,0.612298302,4.049195185,5.796985155,0.500624099,6.189678806,1.419788932,0.082827129,1.669603082,0.849831226,0.0,1
RNA86_FPKM,0.262854064,14.79683011,4.478366589,29.74175012,1.380829086,9.132134425,0.485566272,1.766839704,3.439231514,1.490213522,3.38212367,18.92476175,10.41931049,4.912178599,6.54335701,0.374462125,19.18453182,2.24506548,13.91578821,4.309036134,5.25880815,48.14270899,0.750742028,3.137399947,2.468060392,3.31597823,1.022276822,3.968851201,4.572937145,0.111079564,0.597634485,3.037246218,5.283926027,0.689388667,0.875865699,1.366832885,53.31060012,3.106868859,4.069595813,38.158534,29.72328753,0.0,10.3374984,0.961586352,7.464691282,1.733152632,22.98541758,3.748961706,1.304110815,42.86966484,5.650033015,20.18978612,12.98483574,0.26572656,0.651627209,6.560722094,4.637641229,2.777464326,0.831088279,0.432781256,0.945006794,0.074747635,42.05721759,16.82216752,1.989728098,0.240517664,1.784831735,1.075845966,3.556451634,1.639329937,13.99186106,4.143820581,0.453215444,6.829099603,1.194080909,0.0,0.849740976,2.884743896,7.319650086,0.0,0.845097583,88.47064254,73.08719064,0.021402278,24.15962066,1.13577285,2.430676994,9.949196538,7.252183602,0.692673755,7.904307387,2.73721872,0.239524302,3.052527464,1.965746915,0.824815241,1
RNA87_FPKM,0.259574179,22.32292592,8.306157869,24.60529076,0.519414921,9.076211033,0.685045174,2.160266822,4.338644935,1.350476747,2.500879847,16.55001345,10.23448431,4.389325088,6.657593855,0.46486393,21.40142492,0.819764317,13.95777783,3.799205756,6.199263985,43.92803426,0.847517746,3.506990308,1.057796738,2.891840655,0.349619266,3.685123722,4.789736673,0.106082884,0.539601541,4.810579643,4.21121962,1.037383203,0.0,1.989200132,55.94848159,2.936694336,3.651292259,41.54650366,26.68089329,0.553939023,13.15982691,1.751709006,6.076300945,1.766781107,38.8292669,2.738305694,0.490624663,46.15619953,5.118017065,17.52573756,12.16499902,0.299980508,0.245071337,6.582729612,4.858807406,2.414083192,0.721536684,0.528320333,0.678738409,0.0,44.71001011,14.49918783,1.642344342,0.0,1.664074005,0.303462247,3.857891291,2.569697469,21.17833623,2.736442462,0.186010363,8.678530923,1.371309997,0.030739648,0.0,2.040705795,8.831877949,1.057519952,0.238509093,73.12348288,79.70670743,0.289852849,13.65513365,0.887517767,2.169928977,8.97227379,7.427637902,0.816892606,7.298963305,7.72256361,0.675799413,3.546060092,0.924520711,0.0,0
RNA89_FPKM,0.149210741,2.666490358,0.883777005,20.62081107,0.0,8.258575333,0.82686643,0.913404629,1.96454474,1.950212253,3.4500964,26.97793554,2.629709747,1.404903762,3.829336113,0.765201815,9.696153754,1.8312985,11.47946472,2.099685147,2.764722458,48.07117793,0.73062161,2.662896767,0.24321937,1.320120794,0.0602997,2.533691111,2.487739114,0.033258022,0.378958231,4.880483203,3.95592812,1.006273354,0.0,0.210013905,63.21661618,4.535038707,2.008589868,24.45132043,13.18529849,0.0,5.299975471,0.537720339,8.18007127,1.033719231,36.01836605,3.287779739,0.105768132,21.24850832,5.498156123,21.596889,8.884458245,0.775814699,0.105693856,5.93280974,2.118219127,2.796007631,0.591001941,0.090247401,0.418006516,0.072744346,53.13358028,17.97670294,1.83991691,0.0,1.449904156,0.130876567,2.483124666,0.354478019,8.55001218,0.257388763,0.240564773,6.089299132,0.968324096,0.0,0.0,0.496967755,7.407834583,0.456085005,0.0,109.8718635,76.65505075,0.187440345,44.98981404,1.105281137,0.595034926,7.393637236,8.878070525,0.113606629,5.04201701,0.0,0.0,3.30605744,0.159436495,0.0,0
RNA94_FPKM,0.21982944,15.64980789,7.480160961,3.253583509,0.0,14.56566695,1.461792203,0.826551705,1.028183643,2.917424362,6.636289291,18.40014419,5.429717627,5.588012738,4.16224771,0.0,4.621927498,1.02714587,19.08183009,2.43845986,3.287332543,12.63182815,0.0,1.740293051,0.0,0.0,1.430117194,2.224578227,3.806068206,0.0,0.624925196,0.922123978,6.123804655,1.383598267,0.0,0.060164206,128.362726,3.429798053,1.307517943,9.196695172,10.43542318,0.0,0.932887497,0.888910082,16.44129668,3.534875713,5.109659198,3.936838883,0.0,14.26202173,15.42687616,15.55609144,5.187788868,0.0,0.0,11.19815032,3.552875838,0.833020919,0.0,0.50967425,0.0,0.0,14.22307547,4.391068258,4.311607874,0.0,0.0,0.0,2.544840589,0.0,17.36180912,1.725382072,0.565110755,1.853779553,0.704301032,0.0,0.0,2.860441932,17.87047881,0.0,0.0,77.15576148,84.64403802,0.0,77.00336614,0.789170701,1.535676242,6.148199758,13.49434924,1.148167481,2.932023079,0.0,0.0,6.062816198,0.0,0.0,1
RNA95_FPKM,0.27585408,24.20808682,6.540384745,21.41667932,0.966036608,9.05291373,0.764336657,1.723851936,4.294416518,1.009231732,1.59111037,15.873159,9.510718307,3.673690549,5.020942572,1.257470896,16.36410098,1.871025642,10.45925471,3.021417033,4.250259694,30.92131247,2.363507041,2.735043234,0.885240819,3.638116422,0.227587551,3.810676804,3.621475115,0.143483501,0.459266731,6.602620233,4.651724371,2.049734434,0.262564965,1.660928346,56.86627907,4.727790912,2.435015788,33.90073374,22.75840943,0.0,8.701302302,1.452600131,6.811325607,1.936264264,28.91127824,3.077704801,1.026456325,33.72260874,4.725914426,15.63938859,10.12332542,0.836567784,0.79783501,6.847756402,4.683002571,3.182883208,1.442441597,0.755435218,0.811470751,0.0,36.42384367,11.40292201,1.277813753,0.252356374,1.123875588,1.411303917,2.940137886,2.293910249,25.99371424,2.128111431,0.648600067,8.151924432,1.527957929,0.0,0.892044801,3.90379065,5.251474735,0.491976224,0.0,65.70831156,67.20695974,0.134758497,28.28781918,2.017248196,1.455832404,5.019209648,4.292975098,1.404855451,6.142064985,7.899016141,0.586489442,2.01056727,1.031530615,0.432707062,0
RNA97_FPKM,0.14901515,19.22663057,7.592335337,24.602596,1.518163487,8.976042305,0.450380785,2.219559071,3.749349404,2.487936533,2.538860293,19.14170587,7.67107299,4.955950093,3.910760774,1.018931677,16.09826088,1.470125291,11.89658797,3.960224622,4.017158934,39.7865278,1.856909772,3.260745209,0.772861498,2.610018551,0.268238599,3.995164224,4.628340325,0.264226597,0.412529949,3.993558746,5.121184149,2.700150601,0.0,2.046572896,66.02336222,4.131093108,3.657575701,24.83046535,27.88258759,0.30359001,9.414308209,1.360256828,7.251663309,2.420392319,43.71747583,3.561965292,0.470501436,36.53269356,5.830292221,17.84755736,11.63386725,0.0,0.268625992,8.927352168,5.029558019,2.566720521,0.513976297,0.955909126,1.487710574,0.0,39.50738971,11.99429306,1.579511375,0.0,0.479925025,0.166314527,2.965535242,1.802357153,24.66137439,3.816878652,0.424686763,7.405022964,0.997606163,0.033684696,2.101776994,2.842573518,4.24700976,0.0,0.0,69.97911403,52.05045817,0.0,26.5680247,2.161392325,2.381880101,6.568589749,5.873764398,0.693111914,6.373669708,3.385162947,0.691243943,4.154837883,0.20260774,0.255015609,0
RNA98_FPKM,0.268147752,17.46259788,4.762045722,24.84432852,1.186167374,8.03635779,0.625670703,1.488220926,3.446592993,1.135172031,2.419611973,18.2070498,11.07349922,4.106672088,4.797321699,1.592327312,14.99851151,1.786890877,9.453117187,2.788601965,4.40769221,36.19650498,1.934719601,3.707106916,1.771383658,2.913393551,0.598786415,3.672553121,4.04995109,0.099098523,0.38009432,4.193448573,4.345716899,2.072708517,0.644906534,1.714998368,61.62384275,2.752482776,2.112772157,29.15116574,26.20457033,0.6326226,7.018349606,1.294973715,7.767725613,1.729076953,29.10240013,2.483685719,0.700197185,32.34375676,5.694473333,14.9360811,10.17718369,1.027196489,0.559764379,7.442386601,4.347742931,2.324380799,0.906174993,0.534929323,0.553544775,0.096315186,37.63322009,12.7495561,1.390442754,0.309916204,0.740005648,0.346567163,2.548364231,1.173593162,19.9510622,2.215498435,0.442442537,7.032380284,1.052813407,0.0,0.0,2.739112995,4.699006547,0.0,0.272235135,74.90361977,67.0934445,0.110310611,39.3969991,2.251707558,1.140778809,5.977562459,6.58499185,0.98286157,6.372157567,4.408763692,0.10287874,2.238350836,2.110975835,0.265701492,1
R_JS001_FPKM,0.553584597,28.36047884,21.78466866,29.89399355,2.769557656,5.405952669,5.112908497,3.494095506,5.608448816,1.13084718,2.372010955,15.07275631,20.24818377,7.8636998,7.382061983,2.11798135,27.1086253,0.874142443,13.11789454,4.431962618,9.25195352,53.08922456,6.324121772,4.282460237,1.69194795,3.990724369,1.043885485,3.387545851,5.919757035,0.740415667,0.600914016,5.421475874,3.656735736,3.456745744,0.602324042,4.083559761,45.10940026,2.336905963,4.439620372,42.22731838,26.57418203,2.067887437,13.94261855,3.038189492,6.876834212,3.498883383,34.33661272,2.856262302,1.765682244,68.8581262,6.318538715,15.807945,15.98008653,0.959272455,0.91486593,6.503860437,7.593355,1.671320898,1.269475983,0.993856758,2.481446569,0.224902964,39.10217225,14.71194147,1.870403771,1.013039724,0.915233199,0.970950554,3.045349704,4.932357098,30.13264628,5.88892836,0.330562283,6.133245592,0.932820602,0.016384318,1.022944768,5.298969969,4.965116539,0.564169539,0.254338726,63.09235913,49.14588228,0.463605132,12.69467222,7.780883258,3.144944245,8.31612086,4.550302023,2.154286181,7.692081947,8.234803777,0.384343065,2.674555148,1.182831713,0.496160828,1
R_JS002_FPKM,0.611144192,22.73838562,10.25043672,37.20122544,2.044360828,5.041401719,1.213137195,3.67877623,4.437493237,1.039360918,3.797812553,14.73222606,9.9395842,6.528544618,6.927276375,3.523932456,27.64958883,0.962378163,10.70107549,3.725794611,7.40945716,58.47522888,1.875475173,3.522928447,2.211634049,4.142556016,0.72240635,2.443926561,5.312313737,1.515828241,0.534668553,5.601190235,3.003325855,4.784405074,0.208464471,2.376598242,49.22390485,2.716915495,4.194024834,36.80607558,34.73199164,0.817744331,8.412132574,1.069310344,6.313240227,2.141948771,34.09035151,2.064758682,0.633590609,61.26497344,5.608192241,16.01542282,13.31154307,0.663827982,0.904508387,6.445127926,4.942634122,2.166974636,1.251232192,1.044548359,1.574198183,0.186766799,58.07539277,15.99894978,1.302627084,1.201817096,1.447727343,1.231918037,3.249776109,2.123823616,28.0769114,3.855040818,0.434660075,7.396396647,0.776399856,0.0,2.12279058,3.862488441,4.921281997,1.170751168,0.175998693,60.17214752,35.65658431,0.427771045,18.68634533,4.293219283,2.214408654,7.433592149,4.632086864,1.36767979,7.331168107,10.25830885,1.030614452,2.946508289,0.272947125,0.0,1
R_JS003_FPKM,0.3966598,25.6737723,12.9949787,36.44839939,1.587584343,4.548877183,2.63773123,3.961294361,3.236734347,0.888766469,2.039503577,13.79967946,11.08588771,4.976046305,10.09754328,0.85242865,37.33068054,0.854088675,10.86499243,4.838659561,9.344273987,59.82461413,3.107193055,4.812718017,2.295267131,7.174484349,0.352601075,1.958781582,6.220540008,0.335996099,0.736117352,5.889599358,2.427206594,2.140006357,0.647364489,1.87343232,39.62239187,2.652292765,3.983905793,79.8532307,38.68772132,0.0,15.41611341,1.365010941,4.853315931,3.413350322,55.21008371,2.268164889,0.955863604,61.55330865,4.246078314,16.39967462,15.12433627,1.64983376,0.561897829,5.045503412,6.228602911,1.552659307,2.348402707,0.520948433,1.600249198,0.077361401,70.01878776,24.68158546,1.464806384,0.497730769,1.78267274,0.278366504,4.714322958,3.958150279,29.20241714,5.428367936,0.69636252,11.45600059,0.704519794,0.021135128,2.637478186,4.848965242,4.489462198,1.454609181,0.655766434,68.56672598,49.74652981,0.310042456,10.53876762,2.983454743,1.98635698,6.42210372,5.554862412,1.264397188,9.607630938,6.372673798,0.702216783,1.784195722,2.373269902,1.280270998,1
R_JS004_FPKM,0.480198461,23.82533012,13.34788332,25.82286827,2.659383883,8.368908057,3.218008878,3.401393771,5.100002081,1.399737699,2.42590749,19.54123559,11.21785264,5.241351291,7.143561526,0.458153712,25.52754338,1.178269584,14.09107013,3.884035138,8.293179305,50.78082331,5.358629967,3.515894356,1.656461944,3.842150571,0.8844425,3.745495456,4.813365235,0.514054835,0.591687642,6.324020766,3.651436516,1.874414658,0.510345711,2.701829142,48.58947334,2.455161946,3.433109633,45.57239778,24.66471584,1.752186942,11.75568722,2.560309174,6.432648796,4.389631299,27.92859076,3.568311033,1.440528219,46.05136579,7.048468899,18.85568266,12.63577816,0.270956744,0.885805851,7.301126749,5.588855705,2.246126984,1.597061433,0.675442717,1.138817586,0.076218862,41.20046443,15.52105002,1.433304215,0.367877507,1.914875478,0.822766042,2.992146399,3.528809271,21.45750066,3.865679741,0.72819597,7.147375128,0.662181988,0.034716631,1.73293214,3.483290253,5.509438295,0.477869166,1.077164103,88.88863802,63.61012216,0.589183523,23.03380798,3.563452989,2.797948967,9.834869219,6.236841523,1.666518081,6.806369472,6.279134321,0.529135688,3.268807638,1.169362048,1.051312165,1
R_JS005_FPKM,0.292128963,35.72067075,19.0790524,29.44318273,3.273732855,4.541325829,2.331198917,2.307287393,3.824207295,0.853721752,1.54294773,14.46465805,15.18218916,6.081504112,6.924693436,2.117357112,26.72149873,0.951075205,10.54642443,3.787335691,9.503883695,40.59131472,3.203643668,3.240448145,1.533287137,6.593404567,0.627991801,2.582747864,5.324614664,0.410254375,0.621180891,6.059008773,2.671848809,4.78072644,0.400455458,2.097947925,44.69823833,2.403262897,4.045232672,61.37784344,33.52861807,0.523770314,12.74674378,1.595274744,4.299322242,3.101842814,49.08164814,1.895110686,1.101523215,51.03017338,4.220862809,14.75666106,13.94160636,1.133935731,0.695172678,4.973780211,5.635110486,1.532779455,2.898848515,0.555982388,1.833290399,0.079742701,53.89659184,20.11627727,1.225157853,0.256590434,1.026670359,1.86522537,3.437169748,4.566995865,31.85407057,4.186026144,0.61543701,8.679239951,0.245861421,0.014528676,4.532627717,6.472291268,3.862192546,2.999775434,0.676178889,70.12150872,47.30782703,0.867682001,16.8917103,4.008366318,1.908512424,5.256368662,4.157931102,2.125761198,8.150911024,11.68129258,1.107343472,1.471714138,1.922705379,1.539884723,1
R_JS006_FPKM,0.306745695,18.94527201,8.602739988,29.7951312,0.661084869,6.154329055,3.269030812,2.508012097,4.053234855,1.091301191,2.738798202,20.52563751,9.177832196,4.439110331,4.867980669,1.613451971,24.87870768,0.818009923,13.17071534,4.485104128,7.24328738,44.73712399,4.852234575,4.08159642,6.293401501,4.870977357,0.667441455,3.54010797,4.75801332,0.340582711,0.623029608,5.237709218,2.796576751,1.980307722,0.943417708,1.511162907,49.44719309,2.635639156,3.658535742,56.5986828,32.85898023,0.528867895,10.46393063,1.327651722,6.884891139,6.323882333,40.39569208,3.020762721,1.756016433,46.4535561,4.873693485,17.26751042,12.51507797,0.858575153,0.350906418,6.582989574,4.634362978,2.390176888,1.962702521,0.708829423,1.203124783,0.0,53.04490324,21.72669333,1.503587353,0.129474312,1.270648307,0.869182889,3.521915389,3.237628004,22.16866436,2.754343673,0.325493296,8.639945838,0.947811354,0.029340153,1.830696561,4.505233292,5.67724187,0.50455747,0.455173189,89.07752809,59.3639461,0.276656607,23.67478536,5.835373534,1.438659124,8.046898298,5.14336803,1.140219633,9.176886421,5.159576493,0.774052908,2.393998511,0.52933341,0.888498064,1
R_JS007_FPKM,0.354294361,10.01188958,2.824351935,30.65974236,0.751928448,8.12266504,3.688770252,3.491048015,3.783198004,1.475216238,3.006744597,20.64896178,11.94290483,2.718652489,5.789962132,1.431534617,19.5869905,1.035648735,16.28533419,4.397729489,6.880731081,47.14673125,2.207770839,3.527506441,1.868147251,3.250575948,0.485875268,3.069693756,4.693649642,0.351808971,0.521593222,6.242421157,3.125829537,1.126216754,0.49066222,1.42215848,52.02807928,3.350166672,3.989328378,31.43629741,23.90594427,0.240726524,10.09692655,1.054139803,5.795694576,5.645045306,29.03490821,3.060049429,0.319607022,51.20944075,6.569984648,20.00982033,12.83802036,0.260580258,1.171029116,7.040165443,4.599521154,1.721248412,1.065377035,0.051950516,1.515906899,0.0,47.44256685,19.58427556,1.882560479,0.23572557,1.445348319,0.52735522,3.012087346,1.249909455,15.50069906,1.296418355,0.403893036,8.428471049,0.872769094,0.026702118,0.833284123,2.624898233,6.209903897,0.918615402,0.207182664,91.26647631,62.9651807,0.188818486,15.29456608,4.624898077,1.327056497,11.10145335,7.90609175,0.740039946,7.711338461,4.024785778,0.273899576,2.629240926,1.605813295,0.404190777,1
R_JS008_FPKM,0.486041704,35.5972608,19.21436994,28.81002616,1.19153543,2.990212735,3.366793933,3.976686045,5.696790417,0.871472045,1.720918856,13.67029044,10.6191181,7.245496973,6.889553188,2.451083675,25.90700876,0.183162104,12.08501639,4.492947,9.270948085,36.50293646,4.997132295,3.881214717,1.42112471,7.859626284,0.962357842,2.342203662,5.925394565,0.417127953,0.855562613,6.07405338,2.667248686,5.481206339,0.138882249,1.835735411,41.88478036,2.542183721,4.645041887,45.33521089,34.25638674,1.089321961,11.06082559,2.166767688,3.866109123,4.031954023,48.7767989,2.205472785,0.904291421,54.51527727,4.307451717,16.10149808,14.66024148,0.589581473,0.481933171,5.647334281,6.684931656,1.48764152,2.411533527,0.788836438,1.525151024,0.0,54.7994041,19.03720049,1.208118357,0.533649172,1.32589355,1.790276961,3.24982545,2.930252242,31.49891938,4.597478089,0.213317489,11.76894763,0.732135492,0.0,2.828543285,6.569562555,4.07526942,1.039807326,0.468765598,82.70584362,49.03751286,0.403646527,15.69615117,4.459038763,1.960983773,5.64342945,4.839122171,2.469567828,9.80814142,6.83276164,1.417233656,1.176132523,1.999301428,0.686393171,1
R_JS009_FPKM,0.389072134,21.35622478,9.716033066,31.45363931,0.545066025,7.095551471,2.731023156,2.740551463,4.287254676,0.608489552,2.22341551,18.60913609,13.34210855,2.663530941,7.91884171,2.261287505,28.50225044,0.703710785,12.24023354,4.2483438,6.636155633,37.7525596,6.222360629,4.296715174,1.516744354,5.711300093,0.403520638,2.141520766,5.155240607,0.384498121,0.764753288,6.482829266,2.97524406,2.448871706,0.888886816,1.547544587,43.74645669,2.529303399,4.723635054,51.50253091,25.62705738,0.87210564,12.6695324,1.523550069,5.808093948,4.30329681,64.21742555,2.783509497,0.643440915,41.56574541,4.310778661,14.30169902,12.67311425,0.944031878,0.257222169,4.573372389,4.593060025,1.965784389,0.946256223,0.507245213,1.424229211,0.177034494,60.83501027,21.52152851,1.383198102,0.854326676,1.121070879,0.955360091,4.18615942,3.235393715,27.60630738,2.557820133,0.455365378,8.820471291,0.471325318,0.0,1.006275738,6.202644272,3.309408149,1.664928949,0.500388482,73.52496572,53.62937131,0.354776167,29.99120435,7.242057005,1.59222952,4.526880331,4.309082774,1.428476374,8.497728837,6.482072894,0.094549398,1.739254558,0.582019654,0.0,1
R_JS010_FPKM,0.210407229,25.40793933,10.96659401,21.51362559,0.53586089,7.266373175,0.423977847,1.546929867,4.568352785,1.218006728,2.41369603,16.67120786,5.218340795,4.305172868,4.244157191,1.634929568,12.76084127,1.268581864,10.34675487,3.232455482,5.949562773,26.08163286,3.277928991,2.477166236,1.718749099,5.923007548,1.000943548,3.367520891,4.273338822,0.104467594,0.489902466,5.048306175,4.213315595,1.605295995,0.874025529,2.03122015,68.75760264,2.747014149,2.876287143,31.56103456,23.07000659,0.857377423,6.194368196,1.490195084,7.008949097,2.050551794,25.94817183,2.686376485,0.90158394,31.64009398,5.356588522,18.14126636,10.65766126,1.160229162,0.853512043,7.312695201,4.300675578,2.327877173,1.423569121,0.821422851,0.975304959,0.0,35.71967607,10.63078983,1.348546858,0.525080383,0.393042687,0.939387438,2.418646808,3.976595475,31.23073704,1.809315745,0.539698556,7.550362472,0.914692376,0.005948644,0.742338436,6.617244501,4.788168353,0.0,0.368953399,78.09772574,61.64994386,0.168198332,26.731465,1.297003787,1.607233115,6.187925888,4.631459502,1.427247404,5.953004085,7.170710764,0.732055184,1.817998536,2.575002434,1.260436347,1
R_JS011_FPKM,0.465805174,41.07198036,25.72883065,24.93471526,4.567429056,4.797785474,0.774411527,2.827731124,4.633711051,0.640047775,1.876592356,14.98376719,9.217111045,7.421338349,6.266735407,3.609759814,23.04699231,0.84250139,10.98821248,3.292175449,8.604497109,54.40648354,5.321132518,4.639712862,1.439456167,6.41049616,0.900323613,2.598824534,6.650491476,0.41793399,0.634081819,7.725293455,5.00583282,4.560704116,0.177371084,2.668666454,44.18676842,2.257365884,4.010593911,44.38461881,30.22241309,1.391940697,11.33430477,1.453478296,5.244504196,1.1889315,29.22437822,2.936043215,1.425142008,51.50370305,4.60912309,15.1399991,15.28084884,0.188449565,1.000745509,7.540073548,6.411900422,1.980116455,1.518093982,1.092500526,1.76605938,0.05297986,44.85988369,14.094063,1.185870966,0.426235588,0.363056286,0.953176782,3.331168464,4.648146654,32.97173611,3.937294783,0.408878196,8.231487349,0.86869614,0.0,2.409128129,5.571968008,4.113083365,2.325362503,1.197981747,59.44273237,37.052303,0.621978339,23.91056755,1.238661713,2.84647518,4.29724534,4.601015302,2.035712866,6.963476865,14.55125898,1.10355829,1.421398437,1.625651079,0.292307546,1
